nodes;coordX;coordY
484;0.6971722;47.3379588
485;0.7000197;47.342558
486;0.6034837;47.3986542
487;0.6028693;47.4000284
488;0.6034497;47.4014915
489;0.7008568;47.3439833
490;0.7034589;47.3406793
491;0.5267981;47.4240757
492;0.7010713;47.3408532
493;0.7010043;47.3419021
494;0.7007236;47.3419697
495;0.7461085;47.3621912
496;0.7118265;47.3727456
497;0.7035985;47.3402279
498;0.7015831;47.3403223
499;0.7025934;47.3399145
500;0.5932541;47.3910564
501;0.5764728;47.3068121
502;0.7038738;47.339312
503;0.7018921;47.3390178
504;0.7017311;47.3407776
505;0.7015333;47.3394812
506;0.6992841;47.3352405
507;0.7033572;47.3392401
508;0.7015959;47.3394311
509;0.7007694;47.3383679
510;0.700114;47.3382233
511;0.71148;47.3727825
512;0.7001907;47.3379967
513;0.7015309;47.3383041
514;0.7016227;47.3384061
515;0.7013878;47.338505
516;0.7026607;47.3401972
517;0.7025707;47.3393421
518;0.7000397;47.338185
519;0.6987771;47.3378451
520;0.6509941;47.3943338
521;0.6988834;47.3378702
522;0.7101307;47.3727788
523;0.6970657;47.3374327
524;0.6990214;47.3376063
525;0.5810192;47.3155248
526;0.71053;47.3728024
527;0.5800014;47.3189509
528;0.6900763;47.3344556
529;0.6981206;47.4178085
530;0.6900296;47.3344817
531;0.6976399;47.3830301
532;0.6976436;47.3828764
533;0.6903765;47.3355906
534;0.6904208;47.3356049
535;0.6679861;47.3921492
536;0.6903554;47.3356207
537;0.6905236;47.3356216
538;0.6676357;47.3920486
539;0.6903997;47.3356349
540;0.6679228;47.3916301
541;0.5662777;47.3675527
542;0.6898521;47.3357258
543;0.6898042;47.3357348
544;0.5662782;47.3645438
545;0.6641301;47.385147
546;0.6641797;47.3846883
547;0.7187016;47.3769577
548;0.6643663;47.384697
549;0.6639656;47.3846772
550;0.6769116;47.3762961
551;0.6762255;47.3765005
552;0.5682595;47.4063446
553;0.7113392;47.3245899
554;0.5718625;47.409911
555;0.7129524;47.324605
556;0.7106443;47.3245885
557;0.7120494;47.3246253
558;0.6748473;47.407847
559;0.6751023;47.4078562
560;0.675086;47.4078694
561;0.7192653;47.378451
562;0.5710796;47.4113424
563;0.6369929;47.3587192
564;0.6370386;47.3584807
565;0.6371388;47.3593673
566;0.6370738;47.3587372
567;0.6628776;47.3567802
568;0.6371478;47.3592771
569;0.5655145;47.3673843
570;0.7334571;47.3773238
571;0.5661284;47.3651717
572;0.6633297;47.336303
573;0.7036911;47.3966093
574;0.7333219;47.3772417
575;0.661614;47.3355985
576;0.5609387;47.3702928
577;0.5754123;47.348589
578;0.6764075;47.3883587
579;0.5743173;47.3460581
580;0.6632229;47.3353286
581;0.5763716;47.3475586
582;0.6628038;47.3353705
583;0.6446132;47.383214
584;0.6621147;47.3366587
585;0.7614727;47.4268776
586;0.5663318;47.3644298
587;0.5614449;47.3686928
588;0.6634727;47.3360924
589;0.7595402;47.427899
590;0.6635551;47.3353038
591;0.7134085;47.3941017
592;0.7119221;47.3943575
593;0.712375;47.3942786
594;0.7124379;47.3945359
595;0.7186369;47.3770152
596;0.665201;47.3509428
597;0.6652024;47.3508096
598;0.7187704;47.3771691
599;0.6714837;47.3519525
600;0.6714866;47.3520456
601;0.7114055;47.3742543
602;0.67238;47.3526758
603;0.6722656;47.3526174
604;0.6721757;47.3525491
605;0.6713755;47.3517252
606;0.6720726;47.3518823
607;0.6713149;47.351836
608;0.670987;47.3518274
609;0.6994526;47.3304965
610;0.6995748;47.330504
611;0.6706631;47.3522284
612;0.6828204;47.3892679
613;0.6710005;47.3529828
614;0.6695311;47.3522882
615;0.7186452;47.3771851
616;0.6973624;47.4122713
617;0.6991869;47.4120632
618;0.7113412;47.3750576
619;0.6974033;47.4107862
620;0.6988948;47.337799
621;0.6993071;47.4118527
622;0.7190003;47.377509
623;0.6984907;47.4108803
624;0.7104007;47.3758866
625;0.6992182;47.4122007
626;0.6919107;47.3543402
627;0.6980962;47.4105898
628;0.6919469;47.35477
629;0.6565102;47.3514172
630;0.6979856;47.4122449
631;0.6794802;47.3869361
632;0.6993799;47.4116703
633;0.617028;47.3534276
634;0.6860057;47.3523509
635;0.6158955;47.3595768
636;0.6162421;47.359219
637;0.6161122;47.3597337
638;0.6158397;47.359566
639;0.6153695;47.3594746
640;0.61555;47.3590285
641;0.6840303;47.3544914
642;0.7123885;47.3670726
643;0.7120306;47.367025
644;0.7122602;47.3670539
645;0.7120666;47.3670309
646;0.7187706;47.3772922
647;0.6991503;47.4108681
648;0.6109909;47.3381979
649;0.7193189;47.3781682
650;0.7001836;47.3382379
651;0.7187786;47.3768948
652;0.6038104;47.4074313
653;0.6865314;47.3316581
654;0.6981689;47.4110772
655;0.6994551;47.4117345
656;0.6871837;47.3644214
657;0.69773;47.3336343
658;0.6781984;47.3843041
659;0.6779494;47.3845568
660;0.6788711;47.3868734
661;0.6952881;47.3337066
662;0.6884065;47.3317515
663;0.6866623;47.3337721
664;0.6878353;47.3337481
665;0.6880656;47.3337082
666;0.6976232;47.4122597
667;0.6775048;47.3845809
668;0.611381;47.3383654
669;0.7187725;47.3770304
670;0.6931863;47.3340746
671;0.7185529;47.3771032
672;0.6768361;47.3844898
673;0.6789994;47.3753494
674;0.6870375;47.3341684
675;0.6869534;47.3647721
676;0.6718011;47.3696671
677;0.6979621;47.4105907
678;0.6981501;47.4107074
679;0.6790724;47.375651
680;0.7187677;47.3769704
681;0.6995476;47.4117212
682;0.6111305;47.3435241
683;0.7191267;47.378427
684;0.6943159;47.3608522
685;0.6982284;47.4106735
686;0.5924578;47.329145
687;0.6979609;47.4115495
688;0.6943314;47.3606295
689;0.69424;47.3606365
690;0.6941818;47.360627
691;0.6941109;47.3606037
692;0.6988751;47.4117481
693;0.6982793;47.4115187
694;0.6943007;47.3606354
695;0.6979198;47.4116802
696;0.6978136;47.4111039
697;0.6718325;47.3694182
698;0.6984829;47.4116083
699;0.6941082;47.3606134
700;0.7085204;47.3968576
701;0.6863754;47.3968003
702;0.6943835;47.3604144
703;0.6978557;47.4115546
704;0.7197881;47.3752921
705;0.6975204;47.4115707
706;0.6974536;47.411123
707;0.6971684;47.4106297
708;0.698061;47.410805
709;0.674582;47.4177927
710;0.699219;47.4118708
711;0.6783515;47.3867941
712;0.6746271;47.4178015
713;0.6981444;47.4116923
714;0.6984527;47.411033
715;0.6545491;47.3411555
716;0.6980795;47.4117791
717;0.6744068;47.4183059
718;0.7137921;47.4992151
719;0.7303873;47.3912563
720;0.7304587;47.3911279
721;0.7088089;47.3963811
722;0.7110344;47.3961956
723;0.7106151;47.3961987
724;0.7099064;47.396605
725;0.7270186;47.3832744
726;0.6135497;47.3322977
727;0.6778527;47.4130917
728;0.6980115;47.4121135
729;0.6770011;47.4328164
730;0.6977829;47.4107746
731;0.7143242;47.3950644
732;0.7121106;47.3952699
733;0.4960404;47.3254723
734;0.6998416;47.4030588
735;0.6790252;47.3864847
736;0.7015313;47.403187
737;0.6225461;47.3360031
738;0.6266087;47.3364674
739;0.7325089;47.3146389
740;0.6997091;47.4036099
741;0.7307087;47.3825306
742;0.6265703;47.3373159
743;0.7015728;47.4037608
744;0.6263689;47.3374298
745;0.6610138;47.3577055
746;0.6235366;47.3375644
747;0.4941117;47.3218825
748;0.7309797;47.382538
749;0.6234678;47.3379635
750;0.6136266;47.3307843
751;0.6135189;47.3309488
752;0.6587709;47.3149962
753;0.6577363;47.3154002
754;0.6595552;47.3162652
755;0.6588712;47.3148962
756;0.6034772;47.3317571
757;0.6027908;47.3321388
758;0.6131926;47.3322014
759;0.6580727;47.3203835
760;0.7118608;47.3812515
761;0.5456706;47.4469186
762;0.6970094;47.3431735
763;0.5745149;47.3378065
764;0.7124329;47.3813118
765;0.5767928;47.3384825
766;0.5907137;47.3915889
767;0.63155;47.3918813
768;0.5477433;47.4484572
769;0.720323;47.4101729
770;0.6528401;47.3673528
771;0.6526449;47.3673893
772;0.7387291;47.4103498
773;0.7446195;47.4068472
774;0.6526119;47.3674597
775;0.6528605;47.3675538
776;0.6526719;47.3675433
777;0.7075461;47.3446529
778;0.7072759;47.3435736
779;0.7104317;47.3453464
780;0.7073848;47.3433565
781;0.6129878;47.3338827
782;0.7082076;47.3445764
783;0.7040212;47.344281
784;0.704326;47.3442896
785;0.7082292;47.3443018
786;0.7093861;47.3447479
787;0.7041332;47.3443998
788;0.7072951;47.3437864
789;0.7042391;47.3442049
790;0.7003682;47.3924206
791;0.7041848;47.3441945
792;0.709202;47.3451667
793;0.6991302;47.3917889
794;0.6914573;47.3363117
795;0.7056505;47.3443653
796;0.6903302;47.3363859
797;0.6918582;47.3364287
798;0.6906838;47.3368177
799;0.6708827;47.4139488
800;0.670085;47.4145571
801;0.6699893;47.4146168
802;0.5701664;47.3406957
803;0.5699678;47.3409947
804;0.7012769;47.429396
805;0.6981938;47.4300994
806;0.612284;47.3344787
807;0.7005276;47.4254752
808;0.5766117;47.3431293
809;0.701119;47.4258868
810;0.7007522;47.4250613
811;0.7026038;47.4292872
812;0.6249346;47.334596
813;0.6129691;47.3347437
814;0.6979655;47.4309185
815;0.6743347;47.3848912
816;0.7021199;47.4298115
817;0.5767245;47.3415247
818;0.7021896;47.4298072
819;0.6717282;47.3895181
820;0.6711659;47.3894171
821;0.6709378;47.390037
822;0.6709565;47.3899863
823;0.7064268;47.3740355
824;0.6709111;47.3899797
825;0.6707811;47.389957
826;0.6707183;47.3899445
827;0.6240972;47.3376601
828;0.6778271;47.3937335
829;0.6781921;47.3937624
830;0.6777627;47.3939255
831;0.6773287;47.3939716
832;0.6779568;47.3942283
833;0.6763536;47.3945223
834;0.6771933;47.3947325
835;0.6776517;47.3948431
836;0.6760931;47.3950512
837;0.688708;47.3852985
838;0.6890155;47.3857416
839;0.6894946;47.3857674
840;0.6890254;47.3857185
841;0.6887051;47.3853354
842;0.6183163;47.3369766
843;0.6978502;47.3871995
844;0.6979649;47.3875544
845;0.6832327;47.390039
846;0.5944038;47.4281364
847;0.7553807;47.3829423
848;0.5556972;47.3986312
849;0.7546166;47.3829439
850;0.6480805;47.3594519
851;0.6462303;47.3598287
852;0.7555837;47.3832311
853;0.5526382;47.399705
854;0.5552116;47.3999052
855;0.6495703;47.3623578
856;0.5538824;47.4001997
857;0.7557547;47.3833824
858;0.6491885;47.3624701
859;0.5542852;47.4002263
860;0.5531966;47.4003034
861;0.5549618;47.3979929
862;0.6585645;47.3440535
863;0.6605917;47.3457327
864;0.6609396;47.3437037
865;0.6607885;47.3451233
866;0.6584575;47.344139
867;0.6620348;47.3502273
868;0.6610782;47.3501902
869;0.6189763;47.3419782
870;0.6556473;47.3443398
871;0.7522432;47.4368419
872;0.6600681;47.3428172
873;0.6225585;47.4069361
874;0.6226889;47.4077688
875;0.6225186;47.406676
876;0.6225079;47.4066104
877;0.6232555;47.4065622
878;0.6237044;47.4072072
879;0.62277;47.407272
880;0.6236201;47.4073758
881;0.6408459;47.3478595
882;0.6406431;47.3478806
883;0.6237239;47.4065148
884;0.6236761;47.406164
885;0.623686;47.4062382
886;0.6751926;47.3315052
887;0.6735709;47.3308786
888;0.6994336;47.3635844
889;0.7000471;47.3640924
890;0.7012331;47.3651222
891;0.7273657;47.4055303
892;0.7534776;47.4143448
893;0.7525801;47.4142074
894;0.611596;47.3784238
895;0.7513462;47.4134646
896;0.7519037;47.414
897;0.7180238;47.3441696
898;0.7179766;47.3450945
899;0.7170318;47.3435584
900;0.7183607;47.3459037
901;0.717586;47.344269
902;0.7178272;47.3447858
903;0.7181778;47.3455234
904;0.7551043;47.4143954
905;0.6505189;47.3839059
906;0.5153033;47.435443
907;0.6742871;47.4107999
908;0.6746175;47.4112444
909;0.6741243;47.4112858
910;0.6738348;47.4123432
911;0.6758098;47.4133142
912;0.6743189;47.4134739
913;0.6765781;47.4143274
914;0.6735967;47.4145598
915;0.6741154;47.4146088
916;0.6743228;47.414625
917;0.6739699;47.3992645
918;0.7291035;47.3584363
919;0.7299057;47.3585478
920;0.6731198;47.3989871
921;0.7417201;47.3671478
922;0.6994919;47.3640269
923;0.6993458;47.3637748
924;0.6991706;47.3636774
925;0.7132657;47.3389365
926;0.6996337;47.3640917
927;0.6817257;47.4450288
928;0.6992232;47.3639147
929;0.6992781;47.3639061
930;0.7490016;47.4169515
931;0.6993599;47.3638901
932;0.6774103;47.4448749
933;0.6999885;47.364123
934;0.6635606;47.4462516
935;0.5543544;47.4012699
936;0.6843154;47.3601904
937;0.7548471;47.403303
938;0.5488;47.3216681
939;0.5489946;47.3216609
940;0.546363;47.3219573
941;0.6649308;47.3908797
942;0.6651616;47.3907931
943;0.6650103;47.3907506
944;0.6654243;47.3908655
945;0.6651983;47.39075
946;0.6652589;47.3906487
947;0.7524584;47.4150527
948;0.752344;47.4147482
949;0.5847296;47.454837
950;0.6672415;47.3586855
951;0.7047331;47.3484158
952;0.6968179;47.3667033
953;0.7266191;47.4487337
954;0.7048288;47.3486316
955;0.7048937;47.3486201
956;0.6674562;47.3595973
957;0.7268232;47.4489526
958;0.7262896;47.4490142
959;0.7160037;47.3757965
960;0.6707082;47.3613042
961;0.7161561;47.3756844
962;0.6779208;47.3982507
963;0.6778432;47.397868
964;0.6825149;47.3986435
965;0.6742464;47.3497841
966;0.6753492;47.35006
967;0.6755338;47.3501176
968;0.7300198;47.3677557
969;0.7299907;47.3678137
970;0.6734774;47.3496809
971;0.7305058;47.3678373
972;0.6308173;47.4343379
973;0.6388404;47.4373112
974;0.6315451;47.4346735
975;0.6770185;47.3984197
976;0.676083;47.3984345
977;0.6794599;47.3988394
978;0.6734599;47.3495278
979;0.6772498;47.3982265
980;0.7085147;47.3647977
981;0.6759245;47.3500534
982;0.6754312;47.3499195
983;0.6741674;47.34962
984;0.7087525;47.365112
985;0.6755519;47.349952
986;0.6753791;47.3499057
987;0.6753904;47.3498854
988;0.6754184;47.3498367
989;0.675457;47.3497738
990;0.6749601;47.3495935
991;0.5580131;47.3258617
992;0.6755499;47.3497851
993;0.6560676;47.3952039
994;0.4849731;47.3427468
995;0.4849002;47.3428919
996;0.7140513;47.3783488
997;0.6674177;47.4105291
998;0.6784125;47.3538363
999;0.6672802;47.4123088
1000;0.6684276;47.4123295
1001;0.7557745;47.3802131
1002;0.6696356;47.4128844
1003;0.6711079;47.4113529
1004;0.6802746;47.3557306
1005;0.6791911;47.3546205
1006;0.5645473;47.4496053
1007;0.507073;47.3684687
1008;0.6594875;47.3961705
1009;0.6858014;47.3963006
