nodes;coordX;coordY
10670;0.6576459;47.3380333
10671;0.6565858;47.3381848
10672;0.6582986;47.3382
10673;0.6563487;47.338201
10674;0.6568042;47.3381668
10675;0.6513652;47.3258763
10676;0.6561398;47.3382497
10677;0.6559416;47.3382971
10678;0.6576658;47.3383136
10679;0.6575061;47.3383173
10680;0.6573658;47.3383197
10681;0.6585242;47.3383663
10682;0.6626741;47.4239754
10683;0.6571543;47.3383837
10684;0.6644512;47.4241011
10685;0.6633311;47.4241013
10686;0.6645249;47.4241181
10687;0.6576664;47.3384122
10688;0.6577578;47.3384117
10689;0.663241;47.4243063
10690;0.6617133;47.3231634
10691;0.6643657;47.4243272
10692;0.6643198;47.4243267
10693;0.6634704;47.4243545
10694;0.6625063;47.4243668
10695;0.6577575;47.3384618
10696;0.6638475;47.4243823
10697;0.6579354;47.338465
10698;0.6631582;47.4244945
10699;0.6576663;47.3384619
10700;0.6578123;47.3384625
10701;0.6575067;47.3384619
10702;0.6569917;47.3384609
10703;0.6567615;47.3384844
10704;0.4892421;47.3364979
10705;0.4892041;47.3364902
10706;0.4891739;47.3364815
10707;0.6567829;47.3385184
10708;0.6565589;47.3385423
10709;0.6882229;47.3733414
10710;0.6565778;47.3385736
10711;0.6563836;47.3386335
10712;0.6561614;47.3386562
10713;0.6561837;47.3386941
10714;0.6563626;47.3386007
10715;0.6571669;47.3387571
10716;0.6580157;47.3387981
10717;0.6569664;47.3388133
10718;0.7032169;47.329052
10719;0.4497077;47.3174394
10720;0.7030528;47.3287468
10721;0.7029519;47.3288639
10722;0.6567665;47.3388693
10723;0.6657906;47.3591756
10724;0.6565696;47.3389244
10725;0.6656699;47.3592246
10726;0.6659166;47.3593282
10727;0.699302;47.3317637
10728;0.6659689;47.359395
10729;0.6664839;47.3601517
10730;0.6992131;47.3328359
10731;0.6987909;47.439339
10732;0.6987445;47.4391465
10733;0.7062924;47.4128604
10734;0.6983759;47.4410988
10735;0.699323;47.4406508
10736;0.6985853;47.4407415
10737;0.5489452;47.2887605
10738;0.7031541;47.4405111
10739;0.702999;47.3289838
10740;0.7029691;47.328819
10741;0.7033777;47.3287652
10742;0.664172;47.3304693
10743;0.6674003;47.3596287
10744;0.6817027;47.332513
10745;0.6752179;47.336009
10746;0.5511449;47.2902704
10747;0.5489603;47.2898694
10748;0.7015986;47.3377588
10749;0.7015531;47.3378088
10750;0.7012347;47.3378826
10751;0.7010041;47.3377449
10752;0.5501131;47.3486055
10753;0.6748049;47.4240388
10754;0.6746215;47.424895
10755;0.6745973;47.4249581
10756;0.6746814;47.4249897
10757;0.6744768;47.426138
10758;0.6764404;47.426361
10759;0.6763535;47.426492
10760;0.6744771;47.4240042
10761;0.6734158;47.4252054
10762;0.6732364;47.4251955
10763;0.6552604;47.3799138
10764;0.6725652;47.4261566
10765;0.547255;47.2879367
10766;0.6727708;47.4261541
10767;0.672769;47.4252077
10768;0.6728738;47.4244312
10769;0.6734946;47.4244681
10770;0.6565739;47.381535
10771;0.6742581;47.4245286
10772;0.5144593;47.3412283
10773;0.6744434;47.424541
10774;0.6730357;47.4252203
10775;0.6731296;47.4245336
10776;0.5143106;47.3415064
10777;0.5528205;47.2848227
10778;0.6744353;47.424656
10779;0.5370548;47.2941165
10780;0.7061464;47.3403444
10781;0.7069048;47.3402511
10782;0.7089537;47.414802
10783;0.6955551;47.3626065
10784;0.6728213;47.4248093
10785;0.6730879;47.4248213
10786;0.5384131;47.2933231
10787;0.676521;47.3452501
10788;0.6928241;47.3614103
10789;0.706769;47.4146495
10790;0.6772554;47.3455727
10791;0.7028627;47.327063
10792;0.6766416;47.3457032
10793;0.6932481;47.3617023
10794;0.702972;47.3269566
10795;0.710774;47.4236329
10796;0.710175;47.4237526
10797;0.7103914;47.4238308
10798;0.6563541;47.3389848
10799;0.7106107;47.4239005
10800;0.6767752;47.3464422
10801;0.7108128;47.4239603
10802;0.5509211;47.2855436
10803;0.7110533;47.4240223
10804;0.6933981;47.3617031
10805;0.7112826;47.42407
10806;0.7115322;47.4241186
10807;0.7104747;47.4241234
10808;0.6574272;47.3391272
10809;0.7117189;47.4241512
10810;0.7121555;47.4241691
10811;0.7119029;47.424169
10812;0.65858;47.3392337
10813;0.6587806;47.3392355
10814;0.5693082;47.3524723
10815;0.6837231;47.365312
10816;0.6594705;47.339375
10817;0.5525509;47.2850416
10818;0.7130751;47.3771368
10819;0.6584973;47.3879151
10820;0.6597255;47.3867071
10821;0.6847258;47.3661676
10822;0.7552915;47.33573
10823;0.6816073;47.3381668
10824;0.6604897;47.3419216
10825;0.6987887;47.363615
10826;0.6605893;47.3419585
10827;0.7572629;47.3361074
10828;0.6600454;47.3423193
10829;0.6929932;47.3613693
10830;0.6600665;47.3423296
10831;0.6834614;47.3418553
10832;0.7537712;47.337889
10833;0.6851158;47.3426762
10834;0.7535546;47.3381635
10835;0.6843353;47.3423105
10836;0.6602231;47.3424061
10837;0.660181;47.3423856
10838;0.617362;47.4518577
10839;0.6805989;47.3383118
10840;0.659867;47.3427377
10841;0.660068;47.3427599
10842;0.6513638;47.3563975
10843;0.6596416;47.3430007
10844;0.6849589;47.3669716
10845;0.6598097;47.3430898
10846;0.6519943;47.3564087
10847;0.6600107;47.3431045
10848;0.6496928;47.3757045
10849;0.6598041;47.3431709
10850;0.6599959;47.3431836
10851;0.6951397;47.3624919
10852;0.6877549;47.3640916
10853;0.6716655;47.3400736
10854;0.6992779;47.3641704
10855;0.6505437;47.3759838
10856;0.6807615;47.3387167
10857;0.6813649;47.4307256
10858;0.6809243;47.3387433
10859;0.6811477;47.4314513
10860;0.6811356;47.431484
10861;0.6811205;47.4315222
10862;0.6811091;47.4315595
10863;0.6844446;47.3652392
10864;0.6877125;47.3641318
10865;0.6535313;47.3761462
10866;0.6674551;47.3848318
10867;0.6521201;47.3761859
10868;0.5059926;47.3553041
10869;0.6524692;47.3761909
10870;0.6666695;47.3859135
10871;0.6667843;47.3860023
10872;0.6669209;47.3861055
10873;0.6936367;47.361665
10874;0.5105002;47.3568894
10875;0.7006251;47.423269
10876;0.6597433;47.3435005
10877;0.659941;47.3435232
10878;0.6625315;47.3435341
10879;0.6627178;47.3435499
10880;0.6609311;47.3437539
10881;0.6624791;47.3438309
10882;0.662722;47.3438496
10883;0.6998846;47.4232828
10884;0.7322801;47.3500426
10885;0.737227;47.3483387
10886;0.6599147;47.3438783
10887;0.6626577;47.3439143
10888;0.7320238;47.3503926
10889;0.6608717;47.3441141
10890;0.6623547;47.3444402
10891;0.5590855;47.380667
10892;0.6624843;47.3445377
10893;0.6625535;47.3445429
10894;0.6623515;47.3445276
10895;0.6626155;47.3445501
10896;0.6627358;47.3450968
10897;0.5603116;47.3809616
10898;0.6622607;47.3450376
10899;0.6623932;47.3450462
10900;0.6622298;47.3452114
10901;0.5291287;47.388769
10902;0.5718464;47.3810752
10903;0.6623692;47.3452229
10904;0.6625033;47.3452307
10905;0.7160004;47.3931993
10906;0.6622225;47.3452608
10907;0.6623594;47.3452728
10908;0.6627096;47.3452442
10909;0.6624935;47.3452838
10910;0.6622089;47.3453305
10911;0.6623495;47.3453388
10912;0.6624833;47.3453423
10913;0.534237;47.3913515
10914;0.6626118;47.3457446
10915;0.6621271;47.3458008
10916;0.6622685;47.3458092
10917;0.6623981;47.345817
10918;0.713278;47.3679385
10919;0.6626046;47.3457849
10920;0.5306858;47.3884461
10921;0.6621178;47.3458547
10922;0.6622599;47.3458673
10923;0.6621091;47.345908
10924;0.713232;47.3680809
10925;0.6625764;47.3459534
10926;0.6623761;47.3459394
10927;0.6622497;47.3459306
10928;0.5317211;47.3866011
10929;0.5147043;47.3705311
10930;0.6619862;47.3465785
10931;0.6621653;47.3465931
10932;0.7167627;47.3932183
10933;0.7061762;47.3970111
10934;0.6621126;47.3465885
10935;0.6623045;47.3465958
10936;0.6867842;47.3807424
10937;0.7061939;47.3971302
10938;0.6619351;47.3470912
10939;0.519163;47.3837971
10940;0.5699958;47.4503037
10941;0.5190488;47.3840662
10942;0.508756;47.3755733
10943;0.6828376;47.4162803
10944;0.7160728;47.3939241
10945;0.7025423;47.3975148
10946;0.6875606;47.3857456
10947;0.6871374;47.3857421
10948;0.6386126;47.3519997
10949;0.7256143;47.449286
10950;0.723822;47.4477329
10951;0.7244488;47.4482731
10952;0.6368563;47.3516631
10953;0.7249271;47.4474644
10954;0.7167887;47.3939541
10955;0.6697366;47.3511281
10956;0.6695681;47.3505834
10957;0.7167197;47.3941931
10958;0.6449223;47.3832668
10959;0.6547776;47.3897291
10960;0.7018381;47.3625221
10961;0.7014776;47.3626328
10962;0.6596647;47.3920577
10963;0.6600254;47.3920667
10964;0.7316652;47.3476722
10965;0.7174782;47.392617
10966;0.7069465;47.4023339
10967;0.7558567;47.4178975
10968;0.6548106;47.3843435
10969;0.7060685;47.4023426
10970;0.7049538;47.4138117
10971;0.7220019;47.343808
10972;0.7544309;47.416595
10973;0.7054206;47.3819765
10974;0.7056101;47.4139723
10975;0.7047267;47.3823323
10976;0.7567336;47.4173858
10977;0.7551645;47.4238706
10978;0.7042181;47.3825789
10979;0.6953676;47.4737387
10980;0.7556545;47.4280896
10981;0.7225398;47.3452731
10982;0.4548491;47.3152199
10983;0.7023167;47.3835593
10984;0.7012605;47.3842314
10985;0.7172759;47.3430626
10986;0.7170499;47.3431476
10987;0.7003337;47.3849787
10988;0.6986794;47.3864652
10989;0.6936297;47.3518596
10990;0.6941033;47.35186
10991;0.6471762;47.4406249
10992;0.7336244;47.3684105
10993;0.717226;47.394216
10994;0.6973454;47.3876531
10995;0.4535349;47.3161451
10996;0.7568263;47.4171639
10997;0.696446;47.3884664
10998;0.6959733;47.3889
10999;0.7570053;47.4170647
11000;0.6425623;47.4388892
11001;0.7568101;47.4170414
11002;0.6703556;47.3921395
11003;0.7177212;47.3942344
11004;0.683453;47.3919416
11005;0.6834457;47.391966
11006;0.6959076;47.3891121
11007;0.6697941;47.3924165
11008;0.6701469;47.3924084
11009;0.6082594;47.367613
11010;0.6880868;47.3920938
11011;0.6084449;47.3676749
11012;0.7176724;47.3948276
11013;0.6957481;47.3890274
11014;0.7182718;47.3942558
11015;0.6891858;47.3923754
11016;0.6700692;47.3925095
11017;0.640573;47.4400558
11018;0.6908223;47.3930833
11019;0.6876082;47.4035084
11020;0.6988741;47.3952156
11021;0.6993035;47.3957114
11022;0.7186921;47.3896775
11023;0.7188946;47.3897376
11024;0.6410747;47.4404874
11025;0.7185073;47.3897488
11026;0.6411607;47.440374
11027;0.7186936;47.3897429
11028;0.7185044;47.3896828
11029;0.688091;47.3929948
11030;0.6995591;47.3963174
11031;0.7160371;47.346715
11032;0.6997551;47.3957313
11033;0.6621802;47.3471136
11034;0.7152587;47.3469003
11035;0.6629834;47.3471796
11036;0.7142795;47.3471394
11037;0.701686;47.3636404
11038;0.6996729;47.3957252
11039;0.6678438;47.4310458
11040;0.7138423;47.3472339
11041;0.6997716;47.3951823
11042;0.7142604;47.3473302
11043;0.7134245;47.3394409
11044;0.7203892;47.3461479
11045;0.7204793;47.3463136
11046;0.7208739;47.3465816
11047;0.699853;47.3951866
11048;0.7206126;47.3466692
11049;0.6892651;47.395034
11050;0.7211598;47.3481384
11051;0.5901438;47.3844285
11052;0.7213495;47.3484116
11053;0.6884886;47.3921744
11054;0.7221364;47.3493242
11055;0.6983778;47.3631893
11056;0.6993985;47.3636092
11057;0.6633621;47.3480693
11058;0.6632277;47.3480812
11059;0.6666349;47.4323015
11060;0.6634431;47.3485824
11061;0.6632994;47.3485944
11062;0.6632347;47.3485998
11063;0.7167499;47.3491412
11064;0.7183261;47.3504019
11065;0.6668525;47.4325201
11066;0.6667153;47.4324471
11067;0.7186824;47.3511416
11068;0.7235347;47.3509934
11069;0.7236822;47.3511901
11070;0.6636698;47.3488433
11071;0.6636427;47.3480006
11072;0.7216762;47.3515341
11073;0.6631078;47.348687
11074;0.6630996;47.3487509
11075;0.6763837;47.4077062
11076;0.7192502;47.3515656
11077;0.6631174;47.348846
11078;0.6631887;47.3488768
11079;0.6728908;47.4072859
11080;0.6884704;47.3922197
11081;0.6636372;47.3489314
11082;0.6629909;47.3495705
11083;0.7231911;47.3523768
11084;0.6662342;47.4323618
11085;0.663033;47.349581
11086;0.6731439;47.4077104
11087;0.7197661;47.3534063
11088;0.6738846;47.4076739
11089;0.688071;47.3930427
11090;0.6845721;47.3633295
11091;0.6586954;47.4328795
11092;0.6736242;47.4070048
11093;0.6766535;47.4076027
11094;0.6625564;47.3503117
11095;0.662636;47.3503302
11096;0.6629977;47.3510271
11097;0.6628156;47.3511268
11098;0.6673638;47.4311568
11099;0.662481;47.3508803
11100;0.6746156;47.4074209
11101;0.6994832;47.3638724
11102;0.6732566;47.4072953
11103;0.6676054;47.4312291
11104;0.6651996;47.3512229
11105;0.6628233;47.3513297
11106;0.6630194;47.3515103
11107;0.7015747;47.3654222
11108;0.674595;47.4076228
11109;0.6628278;47.3517784
11110;0.6629952;47.35175
11111;0.6632516;47.3519311
11112;0.6629483;47.3519687
11113;0.6628806;47.3517694
11114;0.6747021;47.4076233
11115;0.6731985;47.4070685
11116;0.574806;47.3713289
11117;0.6632653;47.3522385
11118;0.6928451;47.3947866
11119;0.7036002;47.3645428
11120;0.6754958;47.4076433
11121;0.6912518;47.3945847
11122;0.675201;47.4077732
11123;0.6732057;47.4069762
11124;0.6665798;47.4322812
11125;0.6761201;47.4078044
11126;0.672826;47.4076971
11127;0.6731894;47.407185
11128;0.6758803;47.4076454
11129;0.696144;47.3602805
11130;0.6731495;47.4076474
11131;0.6956796;47.3600472
11132;0.6123118;47.3375853
11133;0.6949899;47.3607062
11134;0.6948346;47.3606971
11135;0.6663876;47.4327323
11136;0.7448893;47.3868517
11137;0.6738206;47.4068777
11138;0.682006;47.3552164
11139;0.6738934;47.4075969
11140;0.6754269;47.4077402
11141;0.6949941;47.3604728
11142;0.6752553;47.407707
11143;0.6668509;47.4324873
11144;0.693845;47.3365212
11145;0.6760649;47.407449
11146;0.6756283;47.4072098
11147;0.694457;47.3603884
11148;0.6792832;47.3735692
11149;0.673181;47.4072932
11150;0.6763816;47.407877
11151;0.6761165;47.4079292
11152;0.5825396;47.3722608
11153;0.629987;47.3915331
11154;0.6753543;47.4077574
11155;0.6739179;47.4073829
11156;0.7247468;47.3594371
11157;0.724934;47.3593607
11158;0.6933277;47.4019772
11159;0.6667631;47.4323422
11160;0.5797526;47.3718726
11161;0.6295041;47.3915765
11162;0.6291996;47.3915774
11163;0.6671684;47.4318489
11164;0.6910195;47.3367196
11165;0.6631681;47.4324957
11166;0.7056619;47.3442762
11167;0.5356061;47.3416979
11168;0.5354982;47.3430141
11169;0.7434593;47.3718466
11170;0.6300021;47.3916294
11171;0.6661614;47.4325124
11172;0.625284;47.3916552
11173;0.6631732;47.4318986
11174;0.6960515;47.4083059
11175;0.6912355;47.3364246
11176;0.6957681;47.4079435
11177;0.6297115;47.3917728
11178;0.6861335;47.406675
11179;0.6390323;47.436107
11180;0.6791767;47.40497
11181;0.6804354;47.4051366
11182;0.6376802;47.4370003
11183;0.6843531;47.3647708
11184;0.6678121;47.4311077
11185;0.6844263;47.3646968
11186;0.6299858;47.3918034
11187;0.7064728;47.3813743
11188;0.6752331;47.4030643
11189;0.6751864;47.4030635
11190;0.6074862;47.3265569
11191;0.7064734;47.3812315
11192;0.7066296;47.3811944
11193;0.6066833;47.3298095
11194;0.675236;47.4029427
11195;0.6629812;47.4318687
11196;0.7038631;47.344184
11197;0.6252523;47.392122
11198;0.6668336;47.4323646
11199;0.7186362;47.3784116
11200;0.716065;47.3776235
11201;0.6589767;47.4318114
11202;0.7133933;47.376877
11203;0.6242037;47.4378722
11204;0.6777094;47.4143709
11205;0.6670986;47.4318338
11206;0.7038123;47.3651838
11207;0.7038488;47.3660495
11208;0.6887352;47.341422
11209;0.7039296;47.3676444
11210;0.7151587;47.3365032
11211;0.7014965;47.3678059
11212;0.6759092;47.3960259
11213;0.6838162;47.3966428
11214;0.6842262;47.3967153
11215;0.7004338;47.367673
11216;0.684266;47.396812
11217;0.6668476;47.4326105
11218;0.699786;47.3670475
11219;0.7034026;47.4405075
11220;0.7003189;47.367325
11221;0.7005523;47.3676372
11222;0.6913709;47.3369917
11223;0.6932902;47.3628729
11224;0.6891917;47.3623037
11225;0.6897551;47.3606421
11226;0.6111681;47.4542852
11227;0.6899359;47.3602553
11228;0.690645;47.3599394
11229;0.6952316;47.3589475
11230;0.6880704;47.3852358
11231;0.6880884;47.3851787
11232;0.6974589;47.359749
11233;0.6967071;47.3595167
11234;0.6879717;47.3850367
11235;0.6957817;47.3591479
11236;0.6880087;47.3849155
11237;0.6880574;47.3849177
11238;0.6879697;47.3850526
11239;0.6879674;47.3850665
11240;0.6881116;47.3848428
11241;0.6881042;47.3848947
11242;0.7038841;47.3440999
11243;0.7154231;47.3359049
11244;0.67617;47.3886543
11245;0.6842968;47.3640741
11246;0.6918317;47.3369054
11247;0.699545;47.3915651
11248;0.6783381;47.3637696
11249;0.6251988;47.4503734
11250;0.6913604;47.4024318
11251;0.6895268;47.3904017
11252;0.688216;47.3902311
11253;0.6882021;47.3901434
11254;0.6847556;47.3881158
11255;0.6842301;47.3897193
11256;0.6843135;47.3921636
11257;0.6880348;47.3424046
11258;0.6910999;47.3960016
11259;0.691818;47.3961037
11260;0.5434889;47.362934
11261;0.7081425;47.3398798
11262;0.7008543;47.3439265
11263;0.6914324;47.3369759
11264;0.6909988;47.3366749
11265;0.6820449;47.4224225
11266;0.7072736;47.3433497
11267;0.6776351;47.3709816
11268;0.6778932;47.3716595
11269;0.6427697;47.3568392
11270;0.6777359;47.3713155
11271;0.6776438;47.3710654
11272;0.5566918;47.3692655
11273;0.6632295;47.3522966
11274;0.6630875;47.3523275
11275;0.6776921;47.371375
11276;0.6775439;47.3710402
11277;0.6634548;47.3527898
11278;0.7100863;47.3371861
11279;0.7147143;47.350054
11280;0.6940761;47.3766655
11281;0.6633261;47.35282
11282;0.6786191;47.3709411
11283;0.7145815;47.3498928
11284;0.6941155;47.3768378
11285;0.6663162;47.3476296
11286;0.6675339;47.3790328
11287;0.7100582;47.3424753
11288;0.6783794;47.370694
11289;0.6783025;47.3707195
11290;0.6780073;47.3708
11291;0.6991738;47.3918579
11292;0.677606;47.3709887
11293;0.6777251;47.3709645
11294;0.6655372;47.3476942
11295;0.6638724;47.3537239
11296;0.6637608;47.353746
11297;0.7075099;47.3410555
11298;0.6875769;47.3432646
11299;0.6639641;47.3539191
11300;0.7144471;47.3366051
11301;0.6638519;47.3539437
11302;0.6823965;47.3723891
11303;0.6641939;47.3540843
11304;0.6640604;47.3541166
11305;0.6639445;47.3541395
11306;0.6607417;47.3906813
11307;0.6608253;47.3905567
11308;0.6645727;47.3550209
11309;0.6803884;47.3725409
11310;0.664424;47.3550604
11311;0.6810779;47.3737202
11312;0.6643811;47.3550737
11313;0.6915471;47.3369769
11314;0.6620984;47.3762551
11315;0.6646126;47.3555098
11316;0.6646614;47.3555037
11317;0.6621389;47.3763368
11318;0.687748;47.3430353
11319;0.6649356;47.355721
11320;0.6618891;47.3767758
11321;0.6617895;47.3768052
11322;0.6648054;47.3557596
11323;0.6995557;47.3437672
11324;0.7087932;47.3419769
11325;0.7095979;47.339668
11326;0.6979801;47.3795698
11327;0.7173243;47.4017759
11328;0.69759;47.3793909
11329;0.6975496;47.3794887
11330;0.6973717;47.3799165
11331;0.6968262;47.3798129
11332;0.6970125;47.3793834
11333;0.6984553;47.3795396
11334;0.6525785;47.3843152
11335;0.7102021;47.3367599
11336;0.6507714;47.386592
11337;0.6919542;47.3367634
11338;0.6518062;47.3866087
11339;0.6611678;47.3493574
11340;0.6914877;47.3363738
11341;0.6612522;47.3485725
11342;0.6916141;47.3370066
11343;0.6556686;47.3477703
11344;0.6554897;47.3476912
11345;0.7005313;47.3438557
11346;0.7071728;47.3437454
11347;0.6550605;47.3475826
11348;0.6785819;47.3709248
11349;0.678529;47.3706684
11350;0.6786114;47.3708951
11351;0.6786482;47.3708459
11352;0.7072534;47.342845
11353;0.6786628;47.370797
11354;0.6085308;47.3866653
11355;0.6143881;47.3872323
11356;0.6142262;47.3446227
11357;0.6654758;47.356251
11358;0.6658115;47.3563021
11359;0.6653676;47.3563146
11360;0.6842893;47.3721134
11361;0.6840922;47.3721215
11362;0.651178;47.3863291
11363;0.7030787;47.3441908
11364;0.6832183;47.3721378
11365;0.6656573;47.3563987
11366;0.6779888;47.3707533
11367;0.678062;47.3705376
11368;0.6783983;47.3706899
11369;0.7014257;47.4017435
11370;0.6655528;47.3564602
11371;0.7022821;47.402108
11372;0.6815758;47.3725593
11373;0.7016953;47.4021132
11374;0.6801646;47.372587
11375;0.6109725;47.4108266
11376;0.6777927;47.3698839
11377;0.7370348;47.3626671
11378;0.6795575;47.3727449
11379;0.7379711;47.3630647
11380;0.6802864;47.3727966
11381;0.6803852;47.3727983
11382;0.6670291;47.3570235
11383;0.6101446;47.4077946
11384;0.611033;47.4085536
11385;0.6780287;47.3714264
11386;0.6780676;47.3714531
11387;0.6628944;47.3772993
11388;0.6555481;47.3893214
11389;0.6910522;47.336808
11390;0.7541078;47.4082161
11391;0.6778115;47.370758
11392;0.7577498;47.4086199
11393;0.6120364;47.4082603
11394;0.7601073;47.4088953
11395;0.6557017;47.3474633
11396;0.6557118;47.3472855
11397;0.6558326;47.3476254
11398;0.6560693;47.3477567
11399;0.6675589;47.3575707
11400;0.681019;47.3855014
11401;0.7071855;47.3426425
11402;0.6612137;47.3469505
11403;0.6610362;47.346498
11404;0.7109332;47.413673
11405;0.6090986;47.4076466
11406;0.6987251;47.3687845
11407;0.5908652;47.4038173
11408;0.5903649;47.4038666
11409;0.6085917;47.4078966
11410;0.6779618;47.4126146
11411;0.7768308;47.3696026
11412;0.5933989;47.4042789
11413;0.6808653;47.3856274
11414;0.6890016;47.3413637
11415;0.68117;47.3856429
11416;0.6084935;47.4078279
11417;0.6076951;47.4074348
11418;0.6078152;47.4074763
11419;0.7095095;47.3418659
11420;0.6269972;47.403369
11421;0.6809646;47.373515
11422;0.6811928;47.3735202
11423;0.6809627;47.3735487
11424;0.6811896;47.373553
11425;0.6809639;47.3735932
11426;0.6810801;47.3736748
11427;0.6621274;47.376357
11428;0.6620276;47.3763773
11429;0.5921936;47.4039294
11430;0.6619717;47.3763859
11431;0.6919709;47.3365963
11432;0.6632841;47.3770357
11433;0.6617046;47.3769545
11434;0.4843588;47.3294006
11435;0.4834797;47.3304085
11436;0.6910569;47.3368631
11437;0.6100564;47.4093471
11438;0.6913073;47.3363965
11439;0.4872953;47.3307301
11440;0.6382826;47.4034889
11441;0.7110229;47.4015621
11442;0.642212;47.4014483
11443;0.7109683;47.4017124
11444;0.6110374;47.4109301
11445;0.643025;47.4016502
11446;0.6389533;47.4029995
11447;0.4878743;47.3309991
11448;0.6127852;47.4093015
11449;0.6117748;47.4073526
11450;0.6754094;47.3895933
11451;0.7287617;47.3647203
11452;0.6550088;47.3826983
11453;0.6602917;47.4323966
11454;0.6612179;47.3798248
11455;0.6588903;47.3812237
11456;0.6620911;47.4323189
11457;0.6568994;47.3818521
11458;0.6445093;47.3686833
11459;0.6679294;47.3577533
11460;0.6540989;47.3783838
11461;0.6524825;47.3844023
11462;0.6684836;47.3590846
11463;0.6683258;47.3592053
11464;0.6541049;47.3781726
11465;0.6540564;47.378474
11466;0.6440129;47.3566742
11467;0.6442964;47.356757
11468;0.6443557;47.3568429
11469;0.6543062;47.3791114
11470;0.6446206;47.3569704
11471;0.6693923;47.3599718
11472;0.6535924;47.37888
11473;0.705387;47.3769336
11474;0.7209608;47.3695489
11475;0.7050318;47.3768739
11476;0.7135266;47.4164628
11477;0.7047557;47.376515
11478;0.7127363;47.4163322
11479;0.6725738;47.3615439
11480;0.6737894;47.3622581
11481;0.6735928;47.3623193
11482;0.639057;47.3576114
11483;0.6388437;47.3576032
11484;0.638531;47.357609
11485;0.6386308;47.3574951
11486;0.6445526;47.4486733
11487;0.6387106;47.3577
11488;0.6367838;47.3530047
11489;0.6361462;47.3523153
11490;0.6448361;47.4491674
11491;0.6367258;47.3522264
11492;0.6461741;47.4491741
11493;0.6405416;47.3631836
11494;0.6450119;47.4492425
11495;0.6450775;47.4493081
11496;0.7605148;47.3649049
11497;0.7108179;47.383736
11498;0.7108825;47.3837409
11499;0.644854;47.4499541
11500;0.6465349;47.4500108
11501;0.6391663;47.3572074
11502;0.6448408;47.4500439
11503;0.7103212;47.3849203
11504;0.646632;47.4501815
11505;0.7101907;47.3849594
11506;0.7102286;47.3848963
11507;0.6448295;47.4502951
11508;0.653225;47.3577313
11509;0.6098594;47.3339266
11510;0.6771612;47.4279655
11511;0.6070311;47.3333342
11512;0.6889769;47.3637476
11513;0.6772174;47.4277427
11514;0.6776502;47.4277867
11515;0.6000333;47.329141
11516;0.6771049;47.4282069
11517;0.657006;47.3575084
11518;0.6791983;47.4281927
11519;0.6773351;47.4272186
11520;0.6785626;47.4273554
11521;0.6792622;47.4276929
11522;0.6843467;47.3635301
11523;0.6786585;47.4269939
11524;0.6784078;47.4264923
11525;0.6783051;47.426911
11526;0.6480516;47.3582796
11527;0.678101;47.4264934
11528;0.6792614;47.4277149
11529;0.6485767;47.3612259
11530;0.6802342;47.4277625
11531;0.6858734;47.3786015
11532;0.6882709;47.4273592
11533;0.6504411;47.3633663
11534;0.674008;47.3629455
11535;0.6738708;47.3629748
11536;0.6741336;47.3630057
11537;0.6505695;47.3634614
11538;0.6515379;47.3639212
11539;0.6520898;47.3638554
11540;0.684237;47.4278097
11541;0.672925;47.3639941
11542;0.6534521;47.3636987
11543;0.6751728;47.3651372
11544;0.6749161;47.3652227
11545;0.675339;47.3652907
11546;0.6752797;47.3653843
11547;0.5342833;47.3057613
11548;0.6871924;47.4272434
11549;0.6873364;47.4266017
11550;0.733845;47.3634919
11551;0.6872692;47.4268927
11552;0.68832;47.4271681
11553;0.5351898;47.3058161
11554;0.6866775;47.4274283
11555;0.6867374;47.4271882
11556;0.5359225;47.3052139
11557;0.6855761;47.4273283
11558;0.6858087;47.4275703
11559;0.6503818;47.3634518
11560;0.6834438;47.430147
11561;0.6831041;47.4281363
11562;0.6832007;47.4277354
11563;0.6831549;47.4279506
11564;0.6383569;47.3670877
11565;0.6842117;47.4278706
11566;0.5364401;47.3046833
11567;0.6837399;47.4260883
11568;0.6717365;47.3919353
11569;0.6837078;47.4262027
11570;0.6824403;47.426072
11571;0.6712845;47.3917351
11572;0.6495082;47.3682698
11573;0.6853878;47.4265725
11574;0.6851745;47.4265491
11575;0.5341263;47.3049946
11576;0.6850444;47.4270786
11577;0.6853379;47.4270829
11578;0.6845389;47.4272946
11579;0.685881;47.4263276
11580;0.6859506;47.4260824
11581;0.6852038;47.4262525
11582;0.6482322;47.3688455
11583;0.6852699;47.4259885
11584;0.5356512;47.3041922
11585;0.6464308;47.3642102
11586;0.6490932;47.3639108
11587;0.5956868;47.3497847
11588;0.5952347;47.3381982
11589;0.6440355;47.3629647
11590;0.5365437;47.3045487
11591;0.5488229;47.3824104
11592;0.5496467;47.3826234
11593;0.6448171;47.3629024
11594;0.6457826;47.3621029
11595;0.6459823;47.3627934
11596;0.6455668;47.3613527
11597;0.6454502;47.3610032
11598;0.6442455;47.3610816
11599;0.6446457;47.3621518
11600;0.6438577;47.3623226
11601;0.643295;47.3608782
11602;0.6436619;47.3608186
11603;0.6439464;47.3608731
11604;0.646014;47.3609557
11605;0.6435893;47.3605741
11606;0.6432339;47.3593996
11607;0.643307;47.3582356
11608;0.6438607;47.3576271
11609;0.6463267;47.3695561
11610;0.6516392;47.3630567
11611;0.6538271;47.360762
11612;0.6539253;47.3606965
11613;0.6570235;47.3820116
