idcar_200m;i_est_200;lcog_geo;noeud_delegue;lon_mid;lat_mid;ind;men;men_pauv;men_1ind;men_5ind;men_prop;men_fmp;ind_snv;men_surf;men_coll;men_mais;log_av45;log_45_70;log_70_90;log_ap90;log_inc;log_soc;ind_0_3;ind_4_5;ind_6_10;ind_11_17;ind_18_24;ind_25_39;ind_40_54;ind_55_64;ind_65_79;ind_80p;ind_inc
CRS3035RES200mN2732200E3621600;1;37266;-1;0.73111165;47.30974;5;2.2;0.1;0.2;0;2.1;0.1;149991.2;263.8;0;2.2;0.4;0.1;0.7;1;0;0;0;0.1;0.1;0.1;0.3;0.4;0.6;1.4;1.9;0.1;0
CRS3035RES200mN2732200E3622600;0;37266;-1;0.74424475;47.31086;41;15;1;3;0;11;0;1092006.2;1492;0;15;8;0;2;5;0;0;3;2;3;1.5;4.5;10;7;6;4;0;0
CRS3035RES200mN2732200E3622800;1;37266;-1;0.7468715;47.311085;7;2.6;0.1;0.8;0.2;2.2;0.1;206212.3;321.4;0;2.6;0.4;0.1;0.9;1.2;0;0;0.4;0.1;0.6;0.5;0.5;1.5;1.3;1;0.6;0.5;0
CRS3035RES200mN2732200E3623000;1;3726637104;-1;0.7494982;47.31131;16;6.1;0;1.1;0.6;6.1;0.3;421521.1;697.1;0;6.1;0.5;0.3;5;0.3;0;0;0.3;0.3;0.8;1.4;0.8;2.2;4.2;1.9;3;1.1;0
CRS3035RES200mN2732200E3628000;1;3710437015;-1;0.8151725;47.316902;1;0.5;0;0.1;0;0.4;0.1;26248.6;47.4;0;0.5;0.2;0;0.2;0.1;0;0;0;0;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0;0
CRS3035RES200mN2732200E3628200;1;3710437015;-1;0.81779975;47.317123;6;2.7;0.2;0.8;0.2;2.4;0.5;157491.9;284.2;0;2.7;1.3;0.2;0.9;0.3;0;0;0.2;0;0.3;0.6;0.5;0.8;1.4;0.9;1.1;0.2;0
CRS3035RES200mN2732200E3628400;1;3710437015;-1;0.820427;47.317345;3;1.4;0.1;0.4;0.1;1.2;0.3;78745.9;142.1;0;1.4;0.6;0.1;0.5;0.2;0;0;0.1;0;0.2;0.3;0.2;0.4;0.7;0.5;0.5;0.1;0
CRS3035RES200mN2732400E3601400;1;37014;-1;0.46560487;47.288486;2;0.8;0.1;0.2;0.1;0.7;0.1;49782.6;81.9;0;0.8;0.6;0;0;0.2;0;0;0.1;0.1;0.1;0.1;0.2;0.5;0.2;0.2;0.3;0.2;0
CRS3035RES200mN2732400E3606600;0;;39914;0.53385043;47.29448
CRS3035RES200mN2732400E3606800;1;37099;10779;0.53647554;47.29471;4;1.8;0;0.9;0.3;1.4;0;102894.7;171.4;0;1.8;1;0.2;0.3;0.3;0;0;0.2;0;0.1;0.5;0.4;0.6;1;0.3;0.3;0.6;0
CRS3035RES200mN2732400E3607000;0;;27256;0.5391007;47.294937
CRS3035RES200mN2732400E3607200;0;;27265;0.5417259;47.295166
CRS3035RES200mN2732400E3607800;0;;41003;0.54960144;47.295856
CRS3035RES200mN2732400E3610800;1;37006;-1;0.5889822;47.299286;2;0.8;0.1;0.2;0.1;0.6;0.1;49456.9;100.3;0;0.8;0.4;0;0.3;0.1;0;0;0;0;0.2;0.1;0.1;0.3;0.3;0.5;0.4;0.1;0
CRS3035RES200mN2732400E3612400;1;37006;-1;0.6099872;47.30111;2;0.8;0.2;0.1;0;0.7;0.1;49166.1;92.1;0;0.8;0.6;0;0.2;0;0;0;0.1;0;0.2;0.1;0;0.6;0.3;0.4;0.3;0;0
CRS3035RES200mN2732400E3612600;1;37006;-1;0.61261296;47.30134;2;0.8;0.2;0.1;0;0.7;0.1;49166.1;92.1;0;0.8;0.6;0;0.2;0;0;0;0.1;0;0.2;0.1;0;0.6;0.3;0.4;0.3;0;0
CRS3035RES200mN2732400E3613400;0;;30072;0.623116;47.30225
CRS3035RES200mN2732400E3613600;1;3715937122;43285;0.62574184;47.302475;4;1.5;0;0.1;0.1;1.1;0.1;108870.6;180;0;1.5;0.5;0.1;0.2;0.7;0;0;0.1;0.2;0.4;0.1;0.4;0.4;1.5;0.4;0.4;0.1;0
CRS3035RES200mN2732400E3613800;0;;43274;0.6283677;47.302704
CRS3035RES200mN2732400E3614000;0;;43266;0.63099355;47.30293
CRS3035RES200mN2732400E3614200;0;;43300;0.6336194;47.303158
CRS3035RES200mN2732400E3615200;1;3712237159;-1;0.6467492;47.304295;2;0.7;0;0.1;0.2;0.6;0;57089.5;85.5;0.2;0.5;0.4;0;0.2;0;0.1;0;0.1;0.1;0.1;0.1;0.2;0.4;0.3;0.2;0.4;0.1;0
CRS3035RES200mN2732400E3615400;1;37122;-1;0.6493752;47.30452;5;1.6;0;0.2;0.5;1.4;0.1;142723.8;213.7;0.3;1.3;0.9;0;0.5;0.1;0.1;0;0.4;0.1;0.1;0.4;0.6;0.9;0.8;0.6;1;0.1;0
CRS3035RES200mN2732400E3615600;1;37122;-1;0.6520012;47.30475;7;2.3;0;0.3;0.7;2;0.2;199813.3;299.2;0.5;1.8;1.3;0;0.6;0.2;0.2;0;0.5;0.1;0.2;0.5;0.8;1.3;1.1;0.8;1.5;0.2;0
CRS3035RES200mN2732400E3616200;0;;39620;0.65987945;47.305428
CRS3035RES200mN2732400E3616600;0;;26896;0.6651317;47.30588
CRS3035RES200mN2732400E3617000;1;37122;-1;0.67038405;47.30633;2;0.7;0.1;0.1;0.1;0.6;0;59724.5;95.7;0;0.7;0.3;0;0.2;0.2;0;0;0;0;0.1;0.1;0.4;0.2;0.4;0.4;0.3;0.1;0
CRS3035RES200mN2732400E3619200;1;37266;-1;0.69927335;47.30882;8;3.1;0.1;0.2;0.1;2.9;0.1;305319.7;524.3;0;3.1;0.1;0;2.8;0.2;0;0;0.2;0.1;0.2;0.4;0.9;0.5;1.2;1.3;2.5;0.7;0
CRS3035RES200mN2732400E3619400;1;37266;-1;0.70189977;47.309044;20;7.7;0.2;0.5;0.4;7.2;0.2;763299.3;1310.8;0;7.7;0.3;0;7;0.4;0;0;0.3;0.2;0.4;1.1;2.3;1.3;3.1;3.2;6.3;1.8;0
CRS3035RES200mN2732400E3619600;1;37266;-1;0.7045262;47.30927;20;7.7;0.2;0.5;0.4;7.2;0.2;763299.3;1310.8;0;7.7;0.3;0;7;0.4;0;0;0.3;0.2;0.4;1.1;2.3;1.3;3.1;3.2;6.3;1.8;0
CRS3035RES200mN2732400E3620000;1;37266;-1;0.70977914;47.30972;1;0.4;0;0.1;0;0.3;0;25526.6;41.6;0;0.4;0.1;0;0.2;0.1;0;0;0.1;0;0.1;0.1;0.1;0.2;0.2;0.1;0.1;0;0
CRS3035RES200mN2732400E3620200;0;37266;-1;0.7124056;47.309944;36;15;0;3;1;8;4;844477.4;1527;0;15;1;2;1;11;0;0;3;1.5;3.5;5;2;12;4;3;1;1;0
CRS3035RES200mN2732400E3620400;1;37266;-1;0.71503216;47.310173;9.5;3.4;0.1;0.6;0.3;2.5;0.4;242503.1;395.3;0;3.4;0.4;0.3;1.4;1.2;0.1;0;0.8;0.3;0.6;1.4;0.5;1.4;2.3;0.7;1.2;0.3;0
CRS3035RES200mN2732400E3620800;1;37266;-1;0.7202853;47.310623;11;3.9;0.2;0.7;0.3;2.9;0.5;280793;457.7;0;3.9;0.4;0.4;1.6;1.4;0.1;0;0.9;0.3;0.7;1.6;0.6;1.6;2.7;0.8;1.4;0.4;0
CRS3035RES200mN2732400E3621600;0;;33273;0.73079175;47.31152
CRS3035RES200mN2732400E3625000;1;37104;-1;0.77544796;47.315334;4;1.6;0.2;0.2;0.1;1.3;0.1;92630.5;166.3;0.1;1.5;0.2;0.1;1;0.3;0;0;0;0.1;0.1;0.6;0.1;0.3;1.1;0.7;1;0;0
CRS3035RES200mN2732400E3628200;1;37015;-1;0.81748277;47.31891;3;1.4;0.1;0.4;0.1;1.2;0.3;78745.9;142.1;0;1.4;0.6;0.1;0.5;0.2;0;0;0.1;0;0.2;0.3;0.2;0.4;0.7;0.5;0.5;0.1;0
CRS3035RES200mN2732400E3628800;1;37015;-1;0.8253648;47.319576;6;2.7;0.2;0.8;0.2;2.4;0.5;157491.9;284.2;0;2.7;1.3;0.2;0.9;0.3;0;0;0.2;0;0.3;0.6;0.5;0.8;1.4;0.9;1.1;0.2;0
CRS3035RES200mN2732400E3629000;1;37015;-1;0.82799226;47.319798;15;6.3;1;2;0.6;4.9;0.2;342876.4;635.9;0;6.3;3.3;0.2;2;0.8;0;0;0.4;0.6;1.2;0.5;1;3.3;2.7;2.2;2.7;0.4;0
CRS3035RES200mN2732600E3605400;1;37099;19218;0.51777315;47.294884;2;0.7;0.1;0.2;0.1;0.5;0;45746;85.1;0;0.7;0.4;0;0.1;0.2;0;0;0.2;0.2;0.1;0.1;0.1;0.6;0.2;0.3;0.1;0.1;0
CRS3035RES200mN2732600E3605600;1;37099;37223;0.5203982;47.295113;9;3.3;0.3;0.8;0.3;2.2;0.1;205856.8;382.9;0;3.3;1.7;0.1;0.4;1.1;0;0;0.7;0.8;0.6;0.6;0.3;2.9;1.1;1.2;0.4;0.4;0
CRS3035RES200mN2732600E3605800;1;37099;-1;0.5230233;47.29534;1;0.4;0;0.1;0;0.2;0;22873;42.5;0;0.4;0.2;0;0.1;0.1;0;0;0.1;0.1;0.1;0.1;0;0.3;0.1;0.1;0;0.1;0
CRS3035RES200mN2732600E3606200;1;37099;36744;0.5282736;47.295803;16;7;0;3.5;1.2;5.5;0;411578.8;685.7;0;7;3.9;0.8;1.1;1.2;0;0;0.8;0;0.4;1.9;1.6;2.3;4.3;1.2;1.2;2.3;0
CRS3035RES200mN2732600E3607600;0;;39840;0.5466501;47.29741
CRS3035RES200mN2732600E3609600;1;37099;27956;0.5729041;47.299698;4;1.6;0.1;0.2;0.2;1.1;0.1;127860.3;211.4;0;1.6;1;0.1;0.3;0.2;0;0;0.1;0;0.1;0.5;0.2;0.4;1.2;0.7;0.6;0.2;0
CRS3035RES200mN2732600E3611600;0;;17065;0.59916025;47.301983
CRS3035RES200mN2732600E3612400;1;37006;-1;0.60966325;47.302895;15.5;6.5;1.6;0.5;0;5.4;1.1;381037.5;714.1;0;6.5;4.9;0;1.6;0;0;0;1.1;0;1.1;0.8;0;4.9;2.2;3.2;2.2;0;0
CRS3035RES200mN2732600E3613200;1;3715937122;-1;0.6201666;47.303806;34.5;12.7;0;1.3;0.6;9.5;1.3;939009.1;1552.8;0;12.7;4.4;0.7;1.3;6.3;0;0;0.6;1.9;3.1;1.3;3.5;3.2;13.3;3.8;3.2;0.6;0
CRS3035RES200mN2732600E3613600;0;;29888;0.6254184;47.30426
CRS3035RES200mN2732600E3615400;1;37122;14272;0.64905256;47.306305;2;0.7;0;0.1;0.2;0.6;0;57089.5;85.5;0.2;0.5;0.4;0;0.2;0;0.1;0;0.1;0.1;0.1;0.1;0.2;0.4;0.3;0.2;0.4;0.1;0
CRS3035RES200mN2732600E3615600;1;37122;30709;0.6516787;47.30653;7;2.3;0;0.3;0.7;2;0.2;199813.3;299.2;0.5;1.8;1.3;0;0.6;0.2;0.2;0;0.5;0.1;0.2;0.5;0.8;1.3;1.1;0.8;1.5;0.2;0
CRS3035RES200mN2732600E3617600;1;37122;-1;0.67794096;47.308796;2;0.7;0.1;0.1;0.1;0.6;0;59724.5;95.7;0;0.7;0.3;0;0.2;0.2;0;0;0;0;0.1;0.1;0.4;0.2;0.4;0.4;0.3;0.1;0
CRS3035RES200mN2732600E3619200;0;;1280;0.6989523;47.310604
CRS3035RES200mN2732600E3619400;1;37266;-1;0.70157886;47.31083;11;4.3;0.1;0.3;0.2;4;0.1;419814.6;720.9;0;4.3;0.2;0;3.9;0.2;0;0;0.2;0.1;0.2;0.6;1.3;0.7;1.7;1.8;3.4;1;0
CRS3035RES200mN2732600E3619600;1;3726637050;-1;0.7042054;47.311054;11;4.3;0.1;0.3;0.2;4;0.1;419814.6;720.9;0;4.3;0.2;0;3.9;0.2;0;0;0.2;0.1;0.2;0.6;1.3;0.7;1.7;1.8;3.4;1;0
CRS3035RES200mN2732600E3620200;1;37266;-1;0.7120851;47.31173;9;3.2;0.1;0.6;0.3;2.4;0.4;229739.7;374.5;0;3.2;0.4;0.3;1.3;1.1;0.1;0;0.7;0.3;0.5;1.3;0.5;1.4;2.2;0.6;1.2;0.3;0
CRS3035RES200mN2732600E3620400;1;37266;-1;0.7147117;47.311954;2;0.7;0;0.1;0.1;0.5;0.1;51053.3;83.2;0;0.7;0.1;0.1;0.3;0.2;0;0;0.2;0;0.1;0.3;0.1;0.3;0.5;0.1;0.3;0.1;0
CRS3035RES200mN2732600E3620600;1;37266;-1;0.7173384;47.31218;12;4.3;0.2;0.8;0.3;3.2;0.5;306319.7;499.4;0;4.3;0.5;0.4;1.7;1.6;0.1;0;1;0.3;0.7;1.7;0.7;1.8;2.9;0.9;1.6;0.4;0
CRS3035RES200mN2732600E3620800;1;37266;-1;0.71996504;47.312405;14;5;0.2;0.9;0.4;3.7;0.6;357372.9;582.6;0;5;0.6;0.5;2;1.8;0.1;0;1.1;0.4;0.9;2;0.8;2.1;3.4;1;1.8;0.5;0
CRS3035RES200mN2732600E3621600;1;37266;-1;0.73047185;47.313305;5;2.2;0.1;0.2;0;2.1;0.1;149991.2;263.8;0;2.2;0.4;0.1;0.7;1;0;0;0;0.1;0.1;0.1;0.3;0.4;0.6;1.4;1.9;0.1;0
CRS3035RES200mN2732600E3621800;1;37266;-1;0.7330986;47.31353;4;1.8;0.1;0.2;0;1.7;0.1;119993;211;0;1.8;0.3;0.1;0.6;0.8;0;0;0;0.1;0.1;0.1;0.2;0.3;0.5;1.1;1.5;0.1;0
CRS3035RES200mN2732600E3622800;1;37266;-1;0.7462327;47.314655;2;0.8;0;0.2;0.1;0.6;0;58917.8;91.8;0;0.8;0.1;0;0.3;0.4;0;0;0.1;0;0.2;0.1;0.1;0.4;0.4;0.3;0.2;0.2;0
CRS3035RES200mN2732600E3624200;1;37104;-1;0.7646213;47.316223;22;8.1;0;1;1;8.1;0.3;616119.8;845.1;0;8.1;0;0.3;7.8;0;0;0;1;0;1.3;2.4;1.9;3.3;4.2;3.3;3.6;1;0
CRS3035RES200mN2732600E3624400;0;37104;-1;0.76724833;47.31645;25;12;0;4;0;12;0;778879.4;1420;0;12;0;0;12;0;0;0;0;1;1;0;1;3;3;3;12;1;0
CRS3035RES200mN2732600E3624600;1;37104;-1;0.7698754;47.316673;9;3.3;0;0.4;0.4;3.3;0.1;252049;345.7;0;3.3;0;0.1;3.2;0;0;0;0.4;0;0.5;1;0.8;1.3;1.8;1.3;1.5;0.4;0
CRS3035RES200mN2732600E3627800;1;3701537104;-1;0.8119109;47.320248;1;0.4;0;0.1;0;0.4;0.1;29070.9;53.5;0;0.4;0.2;0;0.1;0.1;0;0;0.1;0;0;0.1;0.1;0.1;0.2;0.2;0.1;0.1;0
CRS3035RES200mN2732600E3628000;1;37015;-1;0.8145383;47.32047;14.5;6.5;0.4;1.9;0.4;5.8;1.3;380605.4;686.8;0;6.5;3;0.6;2.2;0.7;0;0;0.4;0;0.7;1.5;1.2;1.9;3.4;2.2;2.6;0.6;0
CRS3035RES200mN2732600E3628200;1;37015;-1;0.81716573;47.320694;1;0.5;0;0.1;0;0.4;0.1;26248.6;47.4;0;0.5;0.2;0;0.2;0.1;0;0;0;0;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0;0
CRS3035RES200mN2732600E3628400;1;37015;-1;0.81979316;47.320915;5;2.3;0.1;0.6;0.1;2;0.5;131243.2;236.8;0;2.3;1;0.2;0.8;0.3;0;0;0.1;0;0.3;0.5;0.4;0.6;1.2;0.8;0.9;0.2;0
CRS3035RES200mN2732600E3628600;1;37015;-1;0.8224206;47.321136;11;5;0.3;1.4;0.3;4.4;1;288735.1;521;0;5;2.3;0.4;1.7;0.6;0;0;0.3;0;0.6;1.1;0.9;1.4;2.6;1.7;2;0.4;0
CRS3035RES200mN2732600E3628800;1;37015;-1;0.8250481;47.32136;9;4.1;0.2;1.2;0.2;3.6;0.8;236237.8;426.3;0;4.1;1.9;0.3;1.4;0.5;0;0;0.2;0;0.5;0.9;0.8;1.2;2.1;1.4;1.6;0.3;0
CRS3035RES200mN2732600E3629000;1;37015;-1;0.8276756;47.321583;22;9.3;1.5;3;0.9;7.2;0.3;502885.3;932.7;0;9.3;4.8;0.3;3;1.2;0;0;0.6;0.9;1.8;0.7;1.5;4.8;3.9;3.3;3.9;0.6;0
CRS3035RES200mN2732800E3604800;1;37099;-1;0.5095707;47.295975;4;1.5;0.1;0.1;0.1;1.4;0.1;95020.6;118.3;0;1.5;0.8;0;0.3;0.4;0;0;0.1;0.3;0.2;0.2;0.2;1;0.6;0.7;0.4;0.3;0
CRS3035RES200mN2732800E3605000;0;;16365;0.5121958;47.296207
CRS3035RES200mN2732800E3605200;1;37099;20085;0.51482093;47.296436;29.5;10.9;0.8;2.5;0.8;7.1;0.4;674752.8;1254.9;0;10.9;5.4;0.4;1.3;3.8;0;0;2.3;2.5;1.9;2.1;1;9.6;3.8;3.8;1.2;1.3;0
CRS3035RES200mN2732800E3605400;1;37099;20089;0.51744604;47.296665;8;3;0.2;0.7;0.2;1.9;0.1;182983.8;340.3;0;3;1.5;0.1;0.4;1;0;0;0.6;0.7;0.5;0.6;0.3;2.6;1;1;0.3;0.4;0
CRS3035RES200mN2732800E3605600;1;37099;15101;0.5200712;47.296894;21;7.7;0.6;1.8;0.6;5.1;0.3;480332.5;893.3;0;7.7;3.8;0.3;0.9;2.7;0;0;1.6;1.8;1.3;1.5;0.7;6.9;2.7;2.7;0.9;0.9;0
CRS3035RES200mN2732800E3605800;0;;36739;0.52269644;47.297127
CRS3035RES200mN2732800E3606000;1;37099;-1;0.5253216;47.297356;8;3.5;0;1.8;0.6;2.7;0;205789.4;342.8;0;3.5;1.9;0.4;0.6;0.6;0;0;0.4;0;0.2;1;0.8;1.1;2.1;0.6;0.6;1.2;0
CRS3035RES200mN2732800E3606800;1;37099;39905;0.53582263;47.298275;5;2.2;0;1.1;0.4;1.7;0;128618.4;214.3;0;2.2;1.2;0.2;0.4;0.4;0;0;0.3;0;0.1;0.6;0.5;0.7;1.3;0.4;0.4;0.7;0
CRS3035RES200mN2732800E3607600;1;37099;-1;0.546324;47.29919;4;1.6;0.2;0.2;0.1;1.2;0.1;99676;164.8;0;1.6;0.8;0.1;0.5;0.2;0;0;0.2;0;0.1;0.5;0.2;0.5;0.8;0.1;1.4;0.2;0
CRS3035RES200mN2732800E3607800;1;37099;27273;0.5489494;47.299423;6;2.4;0.2;0.3;0.1;1.8;0.1;149514;247.2;0;2.4;1.2;0.2;0.7;0.3;0;0;0.2;0;0.1;0.8;0.3;0.7;1.3;0.1;2.1;0.4;0
CRS3035RES200mN2732800E3608000;0;;36911;0.5515748;47.299652
CRS3035RES200mN2732800E3608200;1;37099;29963;0.5542003;47.29988;5;2;0.1;0.2;0.2;1.4;0.1;159825.4;264.2;0;2;1.2;0.1;0.4;0.3;0;0;0.1;0;0.1;0.6;0.3;0.5;1.4;0.9;0.8;0.3;0
CRS3035RES200mN2732800E3611400;1;37006;-1;0.59621006;47.30354;6;3;0;0.8;0;2.2;0;203437.1;331.6;0;3;1.4;0;1.6;0;0;0;0.3;0;0;0;0;0.3;0.3;1.6;2.4;1.1;0
CRS3035RES200mN2732800E3611600;1;37006;-1;0.5988359;47.303764;4;2;0;0.5;0;1.5;0;135624.7;221.1;0;2;0.9;0;1.1;0;0;0;0.2;0;0;0;0;0.2;0.2;1.1;1.6;0.7;0
CRS3035RES200mN2732800E3611800;0;;17007;0.6014617;47.303993
CRS3035RES200mN2732800E3612200;1;3700637018;-1;0.60671335;47.30445;4;1.7;0.4;0.1;0;1.4;0.3;98332.3;184.3;0;1.7;1.3;0;0.4;0;0;0;0.3;0;0.3;0.2;0;1.3;0.5;0.8;0.6;0;0
CRS3035RES200mN2732800E3612400;0;;42639;0.60933924;47.304676
CRS3035RES200mN2732800E3612800;0;;43292;0.61459106;47.305134
CRS3035RES200mN2732800E3613000;1;3712237159;-1;0.617217;47.305363;8;2.9;0;0.3;0.1;2.2;0.3;217741.2;360.1;0;2.9;1;0.1;0.3;1.5;0;0;0.2;0.4;0.7;0.3;0.8;0.7;3.1;0.9;0.7;0.2;0
CRS3035RES200mN2732800E3613200;1;37122;-1;0.61984295;47.305588;8;2.9;0;0.3;0.1;2.2;0.3;217741.2;360.1;0;2.9;1;0.1;0.3;1.5;0;0;0.2;0.4;0.7;0.3;0.8;0.7;3.1;0.9;0.7;0.2;0
CRS3035RES200mN2732800E3614000;0;;6044;0.630347;47.3065
CRS3035RES200mN2732800E3614800;0;;2937;0.6408514;47.307407
CRS3035RES200mN2732800E3615000;1;37122;22622;0.6434775;47.307632;2;0.7;0;0.1;0.2;0.6;0;57089.5;85.5;0.2;0.5;0.4;0;0.2;0;0.1;0;0.1;0.1;0.1;0.1;0.2;0.4;0.3;0.2;0.4;0.1;0
CRS3035RES200mN2732800E3615200;1;37122;-1;0.6461037;47.30786;4;1.3;0;0.2;0.4;1.1;0.1;114179;171;0.3;1;0.7;0;0.4;0.1;0.1;0;0.3;0.1;0.1;0.3;0.5;0.7;0.6;0.5;0.8;0.1;0
CRS3035RES200mN2732800E3615400;1;37122;-1;0.64872986;47.308086;2;0.7;0;0.1;0.2;0.6;0;57089.5;85.5;0.2;0.5;0.4;0;0.2;0;0.1;0;0.1;0.1;0.1;0.1;0.2;0.4;0.3;0.2;0.4;0.1;0
CRS3035RES200mN2732800E3615600;0;;12251;0.65135604;47.308315
CRS3035RES200mN2732800E3615800;1;37122;12252;0.6539823;47.30854;10;3.3;0;0.5;0.9;2.8;0.2;285447.6;427.4;0.7;2.6;1.9;0;0.9;0.2;0.3;0;0.7;0.2;0.2;0.7;1.2;1.9;1.6;1.2;2.1;0.2;0
CRS3035RES200mN2732800E3616800;0;;36455;0.6671137;47.309673
CRS3035RES200mN2732800E3617200;0;;36463;0.6723665;47.310127
CRS3035RES200mN2732800E3617400;1;37122;34715;0.67499286;47.310352;13;4.7;0.4;0.4;0.7;4;0;388209.4;621.8;0;4.7;1.8;0.4;1.1;1.4;0;0;0;0.3;0.4;0.7;2.5;1.1;2.9;2.5;2.2;0.4;0
CRS3035RES200mN2732800E3617600;1;37122;-1;0.6776193;47.31058;13;4.7;0.4;0.4;0.7;4;0;388209.4;621.8;0;4.7;1.8;0.4;1.1;1.4;0;0;0;0.3;0.4;0.7;2.5;1.1;2.9;2.5;2.2;0.4;0
CRS3035RES200mN2732800E3617800;1;37122;34713;0.6802457;47.310806;2;0.7;0.1;0.1;0.1;0.6;0;59724.5;95.7;0;0.7;0.3;0;0.2;0.2;0;0;0;0;0.1;0.1;0.4;0.2;0.4;0.4;0.3;0.1;0
CRS3035RES200mN2732800E3618800;0;;17210;0.6933782;47.311935
CRS3035RES200mN2732800E3619000;0;;4078;0.69600475;47.31216
CRS3035RES200mN2732800E3619200;0;;4077;0.69863135;47.312386
CRS3035RES200mN2732800E3619400;0;;4109;0.70125794;47.31261
CRS3035RES200mN2732800E3620200;1;3726637050;-1;0.7117646;47.313515;2;0.7;0;0.1;0.1;0.5;0.1;51053.3;83.2;0;0.7;0.1;0.1;0.3;0.2;0;0;0.2;0;0.1;0.3;0.1;0.3;0.5;0.1;0.3;0.1;0
CRS3035RES200mN2732800E3620400;1;3726637050;33305;0.71439123;47.31374;8;2.9;0.1;0.5;0.2;2.1;0.3;204213.1;332.9;0;2.9;0.3;0.3;1.2;1;0.1;0;0.6;0.2;0.5;1.1;0.5;1.2;2;0.6;1;0.3;0
CRS3035RES200mN2732800E3620600;1;3726637050;-1;0.71701795;47.313965;32.5;11.6;0.5;2.1;0.9;8.6;1.4;829615.7;1352.4;0;11.6;1.4;1.2;4.6;4.2;0.2;0;2.6;0.9;2;4.6;1.9;4.9;7.9;2.3;4.2;1.2;0
CRS3035RES200mN2732800E3620800;1;37266;4433;0.7196447;47.31419;7;2.5;0.1;0.5;0.2;1.9;0.3;178686.5;291.3;0;2.5;0.3;0.3;1;0.9;0;0;0.6;0.2;0.4;1;0.4;1.1;1.7;0.5;0.9;0.2;0
CRS3035RES200mN2732800E3621200;0;;24607;0.7248983;47.31464
CRS3035RES200mN2732800E3621400;0;;30757;0.72752506;47.314865
CRS3035RES200mN2732800E3621600;1;3705037266;33277;0.7301519;47.31509;3;1.3;0.1;0.1;0;1.3;0.1;89994.7;158.2;0;1.3;0.2;0.1;0.4;0.6;0;0;0;0.1;0.1;0.1;0.1;0.2;0.4;0.8;1.1;0.1;0
CRS3035RES200mN2732800E3621800;1;37266;739;0.7327787;47.315315;8;3.6;0.2;0.4;0;3.4;0.2;239985.9;422;0;3.6;0.6;0.2;1.2;1.6;0;0;0;0.2;0.2;0.2;0.4;0.6;1;2.2;3;0.2;0
CRS3035RES200mN2732800E3623600;1;37104;-1;0.7564213;47.317337;3;1.1;0;0.2;0.1;1.1;0.1;79035.2;130.7;0;1.1;0.1;0;0.9;0.1;0;0;0;0;0.1;0.3;0.2;0.4;0.8;0.4;0.6;0.2;0
CRS3035RES200mN2732800E3623800;1;37104;-1;0.75904834;47.31756;39;14.8;0;2.7;1.3;14.8;0.7;1027457.6;1699.2;0;14.8;1.3;0.7;12.1;0.7;0;0;0.7;0.7;2;3.3;2;5.4;10.1;4.7;7.4;2.7;0
CRS3035RES200mN2732800E3624000;1;37104;-1;0.7616754;47.317783;17.5;6.5;0;0.8;0.8;6.5;0.3;490095.3;672.3;0;6.5;0;0.3;6.2;0;0;0;0.8;0;1;1.9;1.6;2.6;3.4;2.6;2.8;0.8;0
CRS3035RES200mN2732800E3624200;1;37104;-1;0.7643025;47.31801;7;2.6;0;0.3;0.3;2.6;0.1;196038.1;268.9;0;2.6;0;0.1;2.5;0;0;0;0.3;0;0.4;0.8;0.6;1;1.4;1;1.2;0.3;0
CRS3035RES200mN2732800E3627800;1;3701537104;-1;0.8115937;47.32203;22;9.4;0;1.7;0.2;8.9;1.2;639560.1;1177.1;0;9.4;4.8;0;2.4;1.9;0.3;0;1.1;0;0.8;1;1.7;2.9;5.3;5.1;2.9;1.2;0
CRS3035RES200mN2732800E3628000;1;37015;-1;0.8142212;47.322254;2;0.9;0.1;0.3;0.1;0.8;0.2;52497.3;94.7;0;0.9;0.4;0.1;0.3;0.1;0;0;0;0;0.1;0.2;0.2;0.2;0.5;0.3;0.4;0.1;0
CRS3035RES200mN2732800E3628600;1;37015;-1;0.82210374;47.32292;1;0.5;0;0.1;0;0.4;0.1;26248.6;47.4;0;0.5;0.2;0;0.2;0.1;0;0;0;0;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0;0
CRS3035RES200mN2732800E3628800;1;37015;-1;0.82473135;47.323143;1;0.5;0;0.1;0;0.4;0.1;26248.6;47.4;0;0.5;0.2;0;0.2;0.1;0;0;0;0;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0;0
CRS3035RES200mN2733000E3600400;1;3701437264;-1;0.45149451;47.29268;11;4.1;0.2;0.8;0.2;3.1;0.4;268435.1;440.4;0;4.1;1.2;0;0.6;2.3;0;0;0.1;0.2;0.5;1;1.4;1.3;2;2.8;1.1;0.6;0
CRS3035RES200mN2733000E3601800;1;3726437014;-1;0.46986803;47.2943;1;0.4;0;0.1;0;0.3;0.1;24891.3;41;0;0.4;0.3;0;0;0.1;0;0;0;0;0.1;0.1;0.1;0.2;0.1;0.1;0.2;0.1;0
CRS3035RES200mN2733000E3602400;1;37264;-1;0.4777427;47.29499;4;1.8;0.1;0.9;0.1;1.5;0;138029.8;224.3;0;1.8;1.3;0;0.1;0.2;0.2;0;0;0;0;0.4;0.4;0.5;0.9;0.5;1.3;0;0
