@id;@lon;@lat;id_node;distance_node;bBox;name;alt_name;short_name;name:fr;local_name;official_name;old_name;amenity;landuse;leisure;office;school:FR;shop
622598316;0.7034699;47.3857106;702;0.00011455348095680102;;Pharmacie Schnerr;;;;;;;pharmacy;;;;;
623914033;0.6797406;47.3921187;878;6.617325743871544e-05;;Le Royaume d'Angkor;;;;;;;restaurant;;;;;
623981227;0.6795667;47.3922199;406;0.00018523360926192147;;Guillaume Cornil;;;;;;;;;;;;hairdresser
624646456;0.6551953;47.3893534;400;0.00022160852871621638;;;;;;;;;doctors;;;;;
624646504;0.6567100;47.3885122;573;0.0002525391058829037;;;;;;;;;atm;;;;;
626708694;0.6905501;47.3867034;831;0.00018255349900804844;;Domino's;;Domino's;;;;;fast_food;;;;;
626718693;0.6935399;47.3780929;57;7.116010117968777e-05;;Le Chaperon Rouge;;;;;;;restaurant;;;;;
627298098;0.7065110;47.3653938;860;0.00020631766768957867;;Police nationale;;;;;;;police;;;;;
627498440;0.6885618;47.3927828;249;9.673985734956692e-05;;Fnac;;;;;;;;;;;;electronics
627499484;0.7078335;47.3690065;541;0.00022238633051540948;;Carrefour Market;;;;;;;;;;;;supermarket
627500253;0.6806799;47.3670747;859;0.00016848999970644883;;Maison des Sciences de l'Homme - CITERES;;;;;;;university;;;;;
631441551;0.7124784;47.3671233;0;0.00010321094903290541;;Pharmacie des Fontaines;;;;;;;pharmacy;;;;;
633559984;0.7200860;47.3897341;420;0.00022399520084210879;;;;;;;;;atm;;;;;
635058973;0.6900107;47.3866793;510;0.00026077534392782495;;La Chope;;;;;;;restaurant;;;;;
635059930;0.6932751;47.3962473;38;8.309374224440081e-05;;Le Croque Bedaine;;;;;;;restaurant;;;;;
639631696;0.7067438;47.3655210;517;0.00011203325399377644;;;;;;;;;townhall;;;;;
655923312;0.6974610;47.4918020;768;0.00029105449661277527;;;;;;;;;;;;;;bakery
655923313;0.6978457;47.4905913;195;0.0004570976482099896;;;;;;;;;;;;;;furniture
661121599;0.6558248;47.3894408;20;0.00016542735565494088;;Pharmacie du Prieuré;;;;;;;pharmacy;;;;;
702481261;0.6974147;47.3554368;386;0.00010761064073912161;;Crédit Agricole;;;;;;;atm;;;;;
726399048;0.7180899;47.3877296;28;0.00010020124749518025;;L'Arcade;;;;;;;restaurant;;;;;
767038261;0.7347931;47.3633402;619;0.00040014533609890535;;École maternelle Henri Adam;;;;;;;school;;;;maternelle;
767093684;0.7340971;47.3627396;611;0.0002029390302525;;Presse - Le Saint Tab’;;;;;;;;;;;;newsagent
831320581;0.7022377;47.4226900;159;0.00026733144221849044;;Star Burgers & Steack;;;;;;;fast_food;;;;;
831338412;0.7022939;47.4228995;570;0.00022150081263957818;;Le Tatoué Toqué;;;;;;;restaurant;;;;;
834492972;0.6921094;47.3896183;856;0.00040745543314565176;;;;;;;;;vending_machine;;;;;
843152828;0.6664967;47.3910000;209;8.446182569798193e-05;;Banque Populaire;;;;;;;atm;;;;;
843170148;0.6668569;47.3910908;714;7.424284477272891e-05;;Pharmacie Saint-Anne;;;;;;;pharmacy;;;;;
843186170;0.6667850;47.3910808;280;9.029828347847584e-05;;Boulangerie Saint-Anne;;;;;;;;;;;;bakery
872665387;0.6811384;47.3920046;953;0.00010682719690834624;;;;;;;;;atm;;;;;
889352646;0.7268521;47.3665752;500;0.00020879513883354924;;Cusines Val de Loire;;;;;;;;;;;;furniture
899268461;0.6934427;47.3782756;102;0.00026012006843049014;;Kebab express;;;;;;;fast_food;;;;;
899268464;0.6933809;47.3783920;960;0.00033306991758481696;;37 Market;;;;;;;;;;;;convenience
903544793;0.6928709;47.3810990;113;0.00030204837360750894;;Le Baccara;;;;;;;restaurant;;;;;
903560471;0.6916420;47.3826777;318;0.00029043327977779543;;7J;;;;;;;;;;;;convenience
903572881;0.6907367;47.3848734;84;0.00015078302291374396;;Les Gourmandises de Grammont;;;;;;;;;;;;bakery
903576116;0.6907144;47.3862790;394;8.353107206606359e-05;;Pharmacie Normale;;;;;;;pharmacy;;;;;
903576418;0.6899256;47.3882720;636;9.216208547836774e-05;;Pharmacie du Progrès;;;;;;;pharmacy;;;;;
903599027;0.6932401;47.3775336;976;0.0005739568015118499;;Gendarmerie nationale;Caserne Général Raby;;;;Brigade motorisée de Tours;;police;;;;;
904534666;0.6939347;47.3906972;931;0.00010859231096142637;;Pharmacie Vinci;;;;;;;pharmacy;;;;;
904534673;0.6937401;47.3914162;548;0.00036940369516660844;;Le Chien Jaune;;;;;;;restaurant;;;;;
963238101;0.6881220;47.3891079;538;7.820773618923077e-05;;Institut Alexandra;;;;;;;;;;;;beauty
963238340;0.6876762;47.3890916;78;0.00010255476585924216;;La Rose des Sables;;;;;;;restaurant;;;;;
963238407;0.6878464;47.3890835;528;0.00023388332561347482;;Maison B;;;;;;;fast_food;;;;;
963238471;0.6879109;47.3890891;29;0.00027815254807377033;;Fujisushi;;;;;;;restaurant;;;;;
968852881;0.6866624;47.3893273;405;0.0004043114146326697;;IPXTEL;;;;;;;vending_machine;;;;;
1032175039;0.6504650;47.4523638;239;0.00023503482720551287;;;;;;;;;;;;;;convenience
1032175043;0.6579564;47.4475900;764;0.00010980209469736752;;Pharmacie Boutarin Borgoltz;;;;;;;pharmacy;;;;;
1036956258;0.6780822;47.3843163;245;0.00011683869222142879;;Around the Bread;;;;;;;;;;;;bakery
1036956260;0.6783314;47.3844760;684;0.00014438230500988356;;Le Du Bellay;;;;;;;bar;;;;;newsagent
1043781618;0.6924562;47.3895576;352;0.00010439473166562489;;McDonald's;;;;;;;fast_food;;;;;
1083302265;0.6840978;47.3822000;947;0.00045092992803987187;;École maternelle et Élémentaire Sainte-Jeanne d'Arc;;;;;;;school;;;;primaire;
1083302549;0.6822087;47.3815055;874;0.00011148385533270002;;Calimero II;;;;;;;fast_food;;;;;
1098864805;0.6935749;47.3792654;847;9.492944748716198e-05;;Pharmacie Chauvin;;;;;;;pharmacy;;;;;
1098868314;0.6893165;47.3883921;885;0.00021654163572179067;;Mao;;;;;;;restaurant;;;;;
1098883207;0.6945343;47.3769015;580;0.00010593969982972552;;Speed Burger;;;;;;;fast_food;;;;;
1098883210;0.6941662;47.3764435;436;0.00012707859772688164;;Boulangerie Patisserie;;;;;;;;;;;;bakery
1098883213;0.6946851;47.3765297;728;0.0003223842738084993;;Le Savon;;;;;;;;;;;;beauty
1110639299;0.7433843;47.3598085;628;0.00012017591272884757;;Artstyl' Homme;;;;;;;;;;;;hairdresser
1110639316;0.7432328;47.3595710;385;0.0001527613170945865;;Les Blés de Demain;;;;;;;;;;;;bakery
1110639402;0.7431768;47.3596935;438;0.0002037168868798611;;Artstyl' Femme;;;;;;;;;;;;hairdresser
