;geometry
230;0.6060826;47.4035486
231;0.6109557;47.403576
232;0.6049721;47.4037733
233;0.6058242;47.4037524
234;0.6060034;47.4036488
235;0.5936345;47.4067608
236;0.6061034;47.4028606
237;0.6063301;47.4028738
238;0.5955188;47.40737
239;0.5914968;47.407543
240;0.5914133;47.4075559
241;0.5966085;47.4075678
242;0.5915308;47.4076212
243;0.5914186;47.4076296
244;0.594049;47.4076692
245;0.5939998;47.4078668
246;0.5978092;47.396108
247;0.5940381;47.4081131
248;0.5939535;47.4082024
249;0.6043641;47.4038501
250;0.5944421;47.396876
251;0.596062;47.4084562
252;0.5949836;47.40589
253;0.5965551;47.3964678
254;0.5970531;47.4092776
255;0.5923313;47.3989823
256;0.5971654;47.3991797
257;0.5968847;47.3991904
258;0.596304;47.4044669
259;0.5970428;47.4045357
260;0.5962661;47.3994682
261;0.5920233;47.407466
262;0.6024869;47.3966688
263;0.6081276;47.3979589
264;0.5976017;47.3969637
265;0.5977214;47.396906
266;0.6001047;47.398642
267;0.6009832;47.3986457
268;0.604475;47.3987959
269;0.6040541;47.3996427
270;0.6013123;47.3988458
271;0.5998695;47.3973303
272;0.6066634;47.4006173
273;0.5996291;47.4050307
274;0.5999254;47.4049324
275;0.5936524;47.4048076
276;0.601146;47.4036025
277;0.5930777;47.4044675
278;0.5974698;47.3983954
279;0.6011649;47.4035331
280;0.5977385;47.3969999
281;0.5977011;47.399044
282;0.5987124;47.3994881
283;0.6007424;47.4039028
284;0.6009248;47.4039264
285;0.6009087;47.4036486
286;0.6009501;47.4035053
287;0.599991;47.4040959
288;0.6005008;47.4041619
289;0.5999045;47.4042235
290;0.6004608;47.4042964
291;0.5998089;47.4043647
292;0.6004173;47.4044427
293;0.5932456;47.4059668
294;0.6015723;47.3980261
295;0.5924107;47.4059018
296;0.6032626;47.399145
297;0.6037912;47.3979582
298;0.5955627;47.4034874
299;0.5950343;47.4033508
300;0.5930346;47.4052174
301;0.6001802;47.39938
302;0.6000981;47.3985878
303;0.602961;47.3986701
304;0.6016947;47.3981609
305;0.6019905;47.3980324
306;0.606341;47.4067394
307;0.6062627;47.4067555
308;0.6055315;47.4067285
309;0.5964977;47.4077458
310;0.5973454;47.4080809
311;0.5986937;47.407907
312;0.5986969;47.4078426
313;0.5987653;47.4078243
314;0.5988253;47.4078529
315;0.5986245;47.4059804
316;0.599015;47.4060375
317;0.5993653;47.4060885
318;0.5987849;47.4079247
319;0.5985515;47.4079583
320;0.5982218;47.4077788
321;0.60162;47.398976
322;0.6009733;47.3985656
323;0.5985193;47.4084118
324;0.6009702;47.3988409
325;0.6030834;47.3987822
326;0.6015725;47.3990597
327;0.5982793;47.4040973
328;0.5995586;47.408262
329;0.5993931;47.4082293
330;0.5992916;47.4029576
331;0.5993347;47.4082181
332;0.5992555;47.4084967
333;0.5994579;47.4082418
334;0.5994441;47.4081503
335;0.5993407;47.4086058
336;0.5954765;47.398366
337;0.5954918;47.3984438
338;0.593119;47.3988147
339;0.5955744;47.3984938
340;0.6012251;47.3993804
341;0.6014962;47.3991496
342;0.5954851;47.3988631
343;0.5948903;47.3989051
344;0.6022084;47.3991941
345;0.6031254;47.3991077
346;0.6027184;47.3991843
347;0.600316;47.4031609
348;0.6030131;47.3991243
349;0.6001236;47.3957652
350;0.5999828;47.3965539
351;0.5998639;47.3972584
352;0.6000295;47.3980207
353;0.601653;47.3991974
354;0.6021945;47.3992597
355;0.6021899;47.3992779
356;0.5932286;47.3967403
357;0.6068428;47.4050762
358;0.5953918;47.3983075
359;0.6013979;47.4007952
360;0.607859;47.4050187
361;0.598598;47.3991788
362;0.6013447;47.4010866
363;0.5948575;47.3985101
364;0.601714;47.401067
365;0.602036;47.4009564
366;0.602247;47.4008271
367;0.6062124;47.4062768
368;0.6023489;47.4006491
369;0.5986874;47.3999879
370;0.5989085;47.4008767
371;0.6061398;47.4062833
372;0.5995572;47.4054726
373;0.5988931;47.4053366
374;0.5912139;47.3980254
375;0.6023159;47.4007573
376;0.5985824;47.4061169
377;0.5987196;47.4061388
378;0.5988364;47.4061538
379;0.5985501;47.4064115
380;0.5922458;47.4027551
381;0.5993094;47.403045
382;0.6042312;47.3941445
383;0.5987827;47.4062431
384;0.5999976;47.4033685
385;0.5963014;47.4018707
386;0.6002847;47.4034069
387;0.5987535;47.4020918
388;0.5989229;47.408182
389;0.6001204;47.3957238
390;0.6000236;47.4083635
391;0.60173;47.39663
392;0.5983058;47.3967652
393;0.5923157;47.4033141
394;0.5947882;47.4035162
395;0.5966474;47.4020806
396;0.598253;47.397157
397;0.601664;47.3971798
398;0.603737;47.3980937
399;0.6070632;47.3995736
400;0.6074895;47.3988543
401;0.6001539;47.3991095
402;0.594927;47.4082346
403;0.600881;47.4010032
404;0.6006182;47.4015497
405;0.5962758;47.4018317
406;0.5957456;47.4001533
407;0.5965183;47.4051182
408;0.5962233;47.4019548
409;0.5955299;47.4051261
410;0.5960495;47.4019467
411;0.6007862;47.4034821
412;0.5964031;47.4020406
413;0.5952775;47.4015778
414;0.6009279;47.4035742
415;0.5974518;47.406083
416;0.602214;47.4047663
417;0.6028977;47.403654
418;0.6062055;47.4040333
419;0.6062556;47.4035652
420;0.6061245;47.4050928
421;0.6111537;47.403046
422;0.5966578;47.4084869
423;0.5961884;47.4041681
424;0.6049308;47.4039066
425;0.5968621;47.4018991
426;0.5916301;47.4009048
427;0.5919181;47.4008618
428;0.5918581;47.4010467
429;0.5957441;47.408987
430;0.5923652;47.4007516
431;0.6021466;47.4048975
432;0.6049754;47.4051091
433;0.5971921;47.4093822
434;0.5987206;47.4096747
435;0.6001713;47.4044112
436;0.6001225;47.4045849
437;0.6011206;47.4035274
438;0.6011342;47.4034934
439;0.6034837;47.3986542
440;0.6028693;47.4000284
441;0.6034497;47.4014915
442;0.5987553;47.4059995
443;0.5987333;47.4062734
444;0.598926;47.4063164
445;0.6035278;47.4050109
446;0.6013806;47.4082185
447;0.6009804;47.4067475
448;0.6010814;47.4068982
449;0.601572;47.4069464
450;0.5935534;47.3996756
451;0.6003587;47.4078049
452;0.594558;47.400378
453;0.5940451;47.4012301
454;0.6007347;47.4075202
455;0.60111;47.4068381
456;0.5937234;47.4000915
457;0.5951513;47.4002607
458;0.5947016;47.4011018
459;0.5930595;47.399751
460;0.6020367;47.401251
461;0.5940581;47.4014879
462;0.6004695;47.40652
463;0.600041;47.4061759
464;0.6000823;47.4059789
465;0.6012775;47.4091405
466;0.6013534;47.4092654
467;0.6031387;47.4083156
468;0.6065943;47.4073133
469;0.6044847;47.4050818
470;0.5947507;47.4035976
471;0.600524;47.4062767
472;0.5959362;47.4026177
473;0.5994318;47.4058838
474;0.5955286;47.4027835
475;0.5991484;47.397396
476;0.6033217;47.4029865
477;0.5928934;47.3995934
478;0.5999082;47.4064157
479;0.600732;47.4058863
480;0.5931486;47.3997348
481;0.6004038;47.4059123
482;0.5932495;47.3997193
483;0.6042206;47.4058876
484;0.6035716;47.4077403
485;0.6039497;47.4050439
486;0.5992461;47.3972992
487;0.6029918;47.4084355
488;0.5986355;47.3963393
489;0.6067496;47.4062684
490;0.606878;47.4058071
491;0.5987594;47.3966915
492;0.6080742;47.4039618
493;0.6007686;47.4034431
494;0.5971682;47.4068983
495;0.6007317;47.4002792
496;0.6010029;47.3998249
497;0.6057067;47.400398
