idcar_200m;i_est_200;lcog_geo;noeud_delegue;lon_mid;lat_mid;ind;men;men_pauv;men_1ind;men_5ind;men_prop;men_fmp;ind_snv;men_surf;men_coll;men_mais;log_av45;log_45_70;log_70_90;log_ap90;log_inc;log_soc;ind_0_3;ind_4_5;ind_6_10;ind_11_17;ind_18_24;ind_25_39;ind_40_54;ind_55_64;ind_65_79;ind_80p;ind_inc
CRS3035RES200mN2728600E3607200;1;37205;449;0.54791945;47.26128;4;2.2;0.3;0.9;0;1.8;0.2;100890.8;233.9;0;2.2;1.5;0.1;0.2;0.4;0;0;0.2;0;0.2;0.1;0.1;0.6;1.1;0.6;0.9;0.2;0
CRS3035RES200mN2728600E3607400;1;37205;989;0.55054295;47.26151;6;3.3;0.5;1.4;0;2.7;0.3;151336.2;350.8;0;3.3;2.2;0.2;0.3;0.6;0;0;0.3;0;0.3;0.2;0.2;0.9;1.6;0.9;1.3;0.3;0
CRS3035RES200mN2728600E3611200;1;37006;768;0.6003935;47.265854;6;2.7;0.2;0.8;0.1;2.5;0.1;159037.6;302.6;0;2.7;1.7;0.1;0.6;0.3;0;0;0.2;0.1;0.2;0.5;0.4;0.8;1.3;1.2;0.8;0.5;0
CRS3035RES200mN2728600E3611400;1;37006;48;0.60301745;47.26608;6;2.7;0.2;0.8;0.1;2.5;0.1;159037.6;302.6;0;2.7;1.7;0.1;0.6;0.3;0;0;0.2;0.1;0.2;0.5;0.4;0.8;1.3;1.2;0.8;0.5;0
CRS3035RES200mN2728600E3611600;1;37006;101;0.60564137;47.266308;5;2.3;0.2;0.7;0;2.1;0.1;132531.3;252.1;0;2.3;1.5;0.1;0.5;0.2;0;0;0.2;0.1;0.2;0.4;0.3;0.6;1.1;1;0.7;0.4;0
CRS3035RES200mN2728600E3611800;1;37006;612;0.60826534;47.266537;2;0.9;0.1;0.3;0;0.8;0;53012.5;100.9;0;0.9;0.6;0;0.2;0.1;0;0;0.1;0;0.1;0.2;0.1;0.2;0.4;0.4;0.3;0.2;0
CRS3035RES200mN2728600E3615200;1;37159;216;0.6528759;47.2704;8;2.3;0.2;0.2;0.2;1.8;0;194195.9;245.9;0;2.3;0.4;0;0.8;1.1;0;0;0.2;0;0.6;0.8;1.3;1;3.1;0.6;0.4;0;0
CRS3035RES200mN2728600E3618000;1;37250;206;0.68961847;47.273567;3;1.1;0.2;0.2;0.1;0.9;0.1;71114.4;134.6;0.1;1;0.4;0;0.2;0.5;0;0;0.2;0.1;0.2;0.5;0.2;0.4;0.7;0.3;0.2;0.2;0
CRS3035RES200mN2728600E3619200;1;3715437250;209;0.70536655;47.27492;18;6.6;0.9;1.2;0.8;5.5;0.6;426686.4;807.9;0.3;6.3;2.1;0.2;1.5;2.8;0;0;1.1;0.6;1;2.8;1.2;2.4;4.3;2;1.2;1.4;0
CRS3035RES200mN2728600E3621200;1;37266;802;0.731615;47.277172;1;0.4;0;0.1;0;0.3;0;28323.4;41.1;0;0.4;0.1;0;0.2;0.1;0;0;0.1;0;0;0.1;0.1;0.1;0.3;0.2;0.1;0;0
CRS3035RES200mN2728600E3621800;1;37266;487;0.7394899;47.277847;3;1.1;0;0.2;0.1;0.9;0.1;84970.1;123.3;0;1.1;0.2;0.1;0.5;0.3;0;0;0.2;0;0.1;0.3;0.3;0.4;0.7;0.5;0.4;0.1;0
CRS3035RES200mN2728600E3622000;1;37266;776;0.7421149;47.278072;1;0.4;0;0.1;0;0.4;0;30239.3;49.5;0;0.4;0.3;0;0;0.1;0;0;0;0;0.1;0.1;0.1;0.1;0.1;0.3;0.1;0.1;0
CRS3035RES200mN2728600E3622200;0;37266;106;0.74473995;47.278297;44;18;1;3;1;12;4;1098883.2;1939;0;18;0;0;0;18;0;6;0;1;2;3;8;4;11;8;5;2;0
CRS3035RES200mN2728600E3622400;0;37266;222;0.747365;47.27852;30.5;13;1;1;0;7;4;806663;1192;0;13;0;0;0;13;0;4;0;0;2.5;5;1;5;7;2;8;0;0
CRS3035RES200mN2728600E3623600;1;37266;272;0.7631158;47.279865;3;1.1;0;0.1;0.1;1;0;75169.5;98.7;0;1.1;0.1;0;0.6;0.4;0;0;0.2;0.1;0.2;0.1;0.2;0.4;0.9;0.3;0.4;0.2;0
CRS3035RES200mN2728600E3623800;1;37266;358;0.765741;47.28009;2;0.7;0;0.1;0.1;0.6;0;50113;65.8;0;0.7;0.1;0;0.4;0.2;0;0;0.1;0;0.2;0.1;0.1;0.3;0.6;0.2;0.3;0.1;0
CRS3035RES200mN2728600E3625200;1;37104;390;0.784118;47.28166;3;1.1;0;0.2;0.1;1;0.1;78418.9;146.9;0;1.1;0.5;0.1;0.3;0.2;0;0;0.1;0;0.2;0.3;0.3;0.3;0.7;0.4;0.5;0.2;0
CRS3035RES200mN2728600E3625400;1;37104;540;0.78674334;47.28188;3;1.1;0;0.2;0.1;1;0.1;78418.9;146.9;0;1.1;0.5;0.1;0.3;0.2;0;0;0.1;0;0.2;0.3;0.3;0.3;0.7;0.4;0.5;0.2;0
CRS3035RES200mN2728600E3625600;0;37104;855;0.78936875;47.282104;21.5;12;1;5;0;11;0;567946.1;1589;0;12;9;2;0;1;0;0;0;1;1;0.5;0;4;0;4;7;4;0
CRS3035RES200mN2728600E3626200;1;37104;84;0.797245;47.282772;3;1.1;0;0.1;0;1.1;0;87959.2;153;0;1.1;0.2;0;0.6;0.3;0;0;0.2;0.2;0.3;0.2;0;0.4;0.6;0.4;0.5;0.2;0
CRS3035RES200mN2728600E3627200;0;37104;903;0.81037253;47.28389;27;12;0;4;0;9;2;679354.9;1089;0;12;8;1;2;1;0;0;1;0;1;1;3;3;4;4;7;3;0
CRS3035RES200mN2728600E3627400;0;37104;144;0.8129981;47.28411;55;25;2;7;0;18;2;1453286.9;2555;4;21;9;0;2;14;0;0;1;2;6;2;2;8;16;6;11;1;0
CRS3035RES200mN2728600E3627600;1;37104;36;0.8156237;47.284336;5;2.2;0;0.5;0;2.1;0;138031.5;282.1;0;2.2;0;0.2;1.4;0.6;0;0;0.1;0.1;0.3;0.2;0.2;0.9;0.8;0.7;1.2;0.5;0
CRS3035RES200mN2728800E3602600;1;37014;610;0.48725685;47.257774;1;0.5;0.1;0.2;0;0.4;0;21551.3;46.7;0;0.5;0.4;0.1;0;0;0;0;0;0;0;0.1;0.1;0.1;0.2;0.2;0.2;0.1;0
CRS3035RES200mN2728800E3602800;1;37014;417;0.48987997;47.258003;30;15.8;1.7;7.5;0.8;12.5;0.8;646539.6;1401.7;0;15.8;11.7;3.3;0.8;0;0;0;0.8;0.8;0;2.5;1.7;2.5;5;5.9;7.5;3.3;0
CRS3035RES200mN2728800E3603000;1;37014;413;0.4925031;47.258236;12;5.9;1.2;2;0.3;4.1;0.9;283686.8;616.4;0;5.9;2.3;1.5;1.2;0.9;0;0;0;0;0.6;0.9;1.5;0.6;2;1.7;2.9;1.8;0
CRS3035RES200mN2728800E3603400;1;37014;112;0.49774942;47.258698;3;1.5;0.3;0.5;0.1;1;0.2;70921.7;154.1;0;1.5;0.6;0.4;0.3;0.2;0;0;0;0;0.2;0.2;0.4;0.2;0.5;0.4;0.7;0.4;0
CRS3035RES200mN2728800E3603600;1;37014;665;0.5003726;47.258926;1;0.5;0.1;0.2;0;0.3;0.1;23640.6;51.4;0;0.5;0.2;0.1;0.1;0.1;0;0;0;0;0.1;0.1;0.1;0.1;0.2;0.1;0.2;0.1;0
CRS3035RES200mN2728800E3613800;1;37159;607;0.6341833;47.270596;31;9.8;0;1.2;1;9.3;0.7;892140.2;1190.6;0;9.8;2.6;0.2;1;6;0;0;1.2;0.7;2.9;4.8;2.4;3.3;9.5;3.4;1.4;1.2;0.2
CRS3035RES200mN2728800E3614000;0;37159;411;0.63680756;47.27082;36;16;0;6;3;15;0;972559.7;1597;0;16;0;0;11;5;0;0;0;1;2;6;1;0;10;3;11;2;0
CRS3035RES200mN2728800E3614400;0;37159;305;0.64205617;47.271275;44;17;0;3;0;12;4;1096477.2;1654;0;17;2;0;1;14;0;0;1;1.5;3.5;6;4;11;11;2;2;2;0
CRS3035RES200mN2728800E3614600;0;37159;638;0.64468056;47.271503;92;28;0;2;1;28;4;2423366.9;3089;0;28;2;0;0;26;0;0;3;1;15.5;14.5;7;19;23;4;5;0;0
