start_node;end_node;distance;danger;converted;cyclability;section_id;way_id;is_following_way;facility;road_type;is_DSC;nodes;geometry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1421778407;2390632254;42.9344788458;62.2549943264;False;1;115567858;128733522;False;;secondary;False;[1421778407;;475987427;;475987431;;1421778409;;2390632254];[(0.6847719;;47.418511);;(0.6846384;;47.4184975);;(0.6844725;;47.4185028);;(0.6843058;;47.4185184);;(0.6842098;;47.4185365)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2390632254;475987413;15.1991768969;22.0388065006;False;1;115567859;128733522;False;;secondary;False;[2390632254;;475987413];[(0.6842098;;47.4185365);;(0.6840129;;47.4185653)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
482578089;482578090;22.2825111333;25.6248878033;False;3;115568011;130994344;False;;residential;False;[482578089;;482578090];[(0.6810652;;47.4211711);;(0.6807756;;47.4211319)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
482578090;257804533;35.2557201119;40.5440781287;False;3;115568012;130994344;False;;residential;False;[482578090;;4823756783;;257804533];[(0.6807756;;47.4211319);;(0.6803842;;47.4210765);;(0.6803177;;47.421069)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
482537209;482578089;29.9195440006;34.4074756007;False;3;115568013;130994567;False;;residential;False;[482537209;;482578089];[(0.6811367;;47.4209064);;(0.6810652;;47.4211711)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
475987437;1035649398;8.9154446527;10.2527613506;False;3;115568511;136794912;False;;residential;False;[475987437;;1035649398];[(0.6813884;;47.4188828);;(0.6814139;;47.4188045)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1035649398;483375701;127.051765807;146.109530678;False;3;115568512;136794912;False;;residential;False;[1035649398;;7104349616;;304322776;;483375701];[(0.6814139;;47.4188045);;(0.6814273;;47.4187469);;(0.681726;;47.4178187);;(0.6818584;;47.4177188)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257804533;6801679167;63.9373532544;73.5279562425;False;3;115568521;136794915;False;;residential;False;[257804533;;4823756780;;6801679167];[(0.6803177;;47.421069);;(0.6803421;;47.4210161);;(0.6805681;;47.4205196)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6801679167;476380687;58.0996394075;66.8145853186;False;3;115568522;136794915;False;;residential;False;[6801679167;;304322719;;2888963684;;2888963612;;476380687];[(0.6805681;;47.4205196);;(0.6806218;;47.4204015);;(0.6806715;;47.4202899);;(0.6807706;;47.420127);;(0.6808504;;47.4200357)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
476380687;304322718;34.5611860716;39.7453639824;False;3;115568523;136794915;False;;residential;False;[476380687;;5557909864;;304322718];[(0.6808504;;47.4200357);;(0.6810211;;47.4198516);;(0.6810843;;47.4197687)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
483375701;483375709;51.4286818099;59.1429840814;False;3;115572060;192960310;False;;residential;False;[483375701;;7104383340;;483375704;;7104383339;;483375707;;483375709];[(0.6818584;;47.4177188);;(0.6819691;;47.4176766);;(0.6820744;;47.4176371);;(0.6821843;;47.4175827);;(0.6822574;;47.4175278);;(0.6823533;;47.4174171)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
483375709;483409095;89.8225037521;103.2958793149;False;3;115572061;192960310;False;;residential;False;[483375709;;483375712;;483375715;;7343263483;;483409095];[(0.6823533;;47.4174171);;(0.6824329;;47.417239);;(0.6824787;;47.4170758);;(0.6824965;;47.4169423);;(0.6825393;;47.416622)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
483409095;483409041;4.4942623801;5.1684017372;False;3;115572062;192960310;False;;residential;False;[483409095;;483409041];[(0.6825393;;47.416622);;(0.6825479;;47.416582)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
634855166;2739177992;14.6885174842;16.8917951068;False;3;115574381;230570930;False;;residential;False;[634855166;;2739177992];[(0.6836517;;47.4185117);;(0.6836301;;47.4183804)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2739177992;3106492903;19.1430103558;22.0144619091;False;3;115574382;230570930;False;;residential;False;[2739177992;;2390628309;;3106492903];[(0.6836301;;47.4183804);;(0.6836171;;47.4182818);;(0.6835962;;47.41821)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
