idcar_200m;i_est_200;lcog_geo;noeud_delegue;lon_mid;lat_mid;ind;men;men_pauv;men_1ind;men_5ind;men_prop;men_fmp;ind_snv;men_surf;men_coll;men_mais;log_av45;log_45_70;log_70_90;log_ap90;log_inc;log_soc;ind_0_3;ind_4_5;ind_6_10;ind_11_17;ind_18_24;ind_25_39;ind_40_54;ind_55_64;ind_65_79;ind_80p;ind_inc
CRS3035RES200mN2728000E3599600;1;37067;80;0.44922876;47.247173;3;1.6;0.1;0.5;0;1.3;0.1;73497.8;158.7;0;1.6;0.6;0.1;0.8;0.1;0;0;0.1;0;0;0.2;0;0.3;0.7;0.7;0.6;0.4;0
CRS3035RES200mN2728000E3600200;1;37067;25;0.45709616;47.247868;15;6.9;0.6;1.6;0.2;6.5;0.6;360964;679.7;0;6.9;0.2;1.6;3.9;1.2;0;0;0.4;0.2;0.6;1;0.2;1.6;2.6;1.6;4.1;2.7;0
CRS3035RES200mN2728000E3600400;0;37067;57;0.45971867;47.2481;67;25;0;2;1;15;8;1480119.4;2403;0;25;0;0;5;20;0;6;3;0;7.5;9.5;2;17;17;7;4;0;0
CRS3035RES200mN2728000E3600600;0;37067;73;0.4623412;47.24833;85;26;0;1;2;18;5;1703364.5;2394;0;26;0;0;0;25;1;6;11.5;4.5;10.5;10.5;3;28;11;5;1;0;0
CRS3035RES200mN2728000E3600200;1;37067;45;0.45709616;47.247868;15;6.9;0.6;1.6;0.2;6.5;0.6;360964;679.7;0;6.9;0.2;1.6;3.9;1.2;0;0;0.4;0.2;0.6;1;0.2;1.6;2.6;1.6;4.1;2.7;0
CRS3035RES200mN2728000E3600400;0;37067;55;0.45971867;47.2481;67;25;0;2;1;15;8;1480119.4;2403;0;25;0;0;5;20;0;6;3;0;7.5;9.5;2;17;17;7;4;0;0
CRS3035RES200mN2728000E3600600;0;37067;24;0.4623412;47.24833;85;26;0;1;2;18;5;1703364.5;2394;0;26;0;0;0;25;1;6;11.5;4.5;10.5;10.5;3;28;11;5;1;0;0
CRS3035RES200mN2728000E3600600;0;37067;21;0.4623412;47.24833;85;26;0;1;2;18;5;1703364.5;2394;0;26;0;0;0;25;1;6;11.5;4.5;10.5;10.5;3;28;11;5;1;0;0
